Rowid_,VALUE,COUNT,VALUE_1,CLASSNAME,EVT_FUEL,EVT_FUEL_N,EVT_LF,EVT_GP,EVT_PHYS,EVT_GP_N,SAF_SRM,FOR_GRP_ID,FOR_GRP_N,EVT_ORDER,EVT_CLASS,EVT_SBCLS,R,G,B,RED,GREEN,BLUE
,3257,247291,3257,California Central Valley Riparian Herbaceous,2151,Tr California Central Valley Riparian Woodland and Shrubland,Herb,635,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,910,Alder/Maple Group,Tree-dominated,Open tree canopy,Perennial graminoid grassland,81,180,141,0.317647,0.705882,0.552941
,3258,11986345,3258,North American Warm Desert Riparian Herbaceous,2155,Tr North American Warm Desert Riparian Systems,Shrub,635,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,910,Alder/Maple Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous shrubland,81,180,141,0.317647,0.705882,0.552941
,3259,2274341,3259,Introduced Riparian Shrubland,2180,Tr Introduced Riparian Vegetation,Shrub,701,Exotic Tree-Shrub,Introduced Riparian Vegetation,LF 58: Introduced Woody Wetlands and Riparian Vegetation,,,Shrub-dominated,Open tree canopy,Mixed evergreen-deciduous shrubland,255,105,46,1,0.411765,0.180392
,3260,109454,3260,Mediterranean California Lower Montane Black Oak Forest and Woodland,2260,Tr Mediterranean California Lower Montane Black Oak Forest and Woodland,Tree,610,Hardwood,Conifer-Oak Forest and Woodland,SAF 246: California Black Oak,920,Western Oak Group,Tree-dominated,Open tree canopy,Deciduous closed tree canopy,0,189,0,0,0.741176,0
,3261,170172,3261,Mediterranean California Lower Montane Black Oak - Conifer Forest and Woodland,2261,Tr Mediterranean California Lower Montane Black Oak - Conifer Forest and Woodland,Tree,610,Conifer-Hardwood,Conifer-Oak Forest and Woodland,SAF 246: California Black Oak,920,Western Oak Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous closed tree canopy,0,189,0,0,0.741176,0
,3262,1879,3262,East Cascades Oak Forest and Woodland,2262,Tr East Cascades Oak Forest and Woodland,Tree,610,Hardwood,Conifer-Oak Forest and Woodland,SAF 237: Interior Ponderosa Pine,220,Ponderosa Pine Group,Tree-dominated,Open tree canopy,Deciduous closed tree canopy,214,255,181,0.839216,1,0.709804
,3263,487,3263,East Cascades Oak - Ponderosa Pine Forest and Woodland,2263,Tr East Cascades Oak - Ponderosa Pine Forest and Woodland,Tree,610,Conifer-Hardwood,Conifer-Oak Forest and Woodland,SAF 237: Interior Ponderosa Pine,220,Ponderosa Pine Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous closed tree canopy,214,255,181,0.839216,1,0.709804
,3264,1273077,3264,California Lower Montane Blue Oak Forest and Woodland,2264,Tr California Lower Montane Blue Oak Forest and Woodland,Tree,610,Hardwood,Conifer-Oak Forest and Woodland,SAF 250: Blue Oak-Digger Pine,920,Western Oak Group,Tree-dominated,Sparse tree canopy,Deciduous closed tree canopy,121,217,207,0.47451,0.85098,0.811765
,3265,1469646,3265,California Lower Montane Blue Oak-Foothill Pine Forest and Woodland,2265,Tr California Lower Montane Blue Oak-Foothill Pine Forest and Woodland,Tree,610,Conifer-Hardwood,Conifer-Oak Forest and Woodland,SAF 250: Blue Oak-Digger Pine,920,Western Oak Group,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous closed tree canopy,121,217,207,0.47451,0.85098,0.811765
,3266,18038,3266,Oregon White Oak Woodland,2266,Tr Oregon White Oak Woodland,Tree,610,Hardwood,Conifer-Oak Forest and Woodland,SAF 229: Pacific Douglas-Fir,200,Douglas-fir Group,Tree-dominated,Open tree canopy,Deciduous closed tree canopy,0,130,0,0,0.509804,0
,3267,53772,3267,Douglas-fir - Oregon White Oak Woodland,2267,Tr Douglas-fir - Oregon White Oak Woodland,Tree,610,Conifer-Hardwood,Conifer-Oak Forest and Woodland,SAF 229: Pacific Douglas-Fir,200,Douglas-fir Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous closed tree canopy,0,130,0,0,0.509804,0
,3268,162754,3268,Eastern Great Plains Tallgrass Aspen Shrubland,2331,Tr Eastern Great Plains Tallgrass Aspen Parkland,Shrub,602,Shrubland,"Aspen Forest, Woodland, and Parkland",SRM 16: Aspen,900,Maple/Beech/Birch Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous shrubland,192,255,138,0.752941,1,0.541176
,3269,524990,3269,Laurentian Shrubland Barrens,2407,Tr Laurentian Pine Barrens,Shrub,676,Shrubland,Jack Pine Forest,SAF 15: Red Pine,100,White/Red/Jack Pine Group,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous shrubland,174,245,224,0.682353,0.960784,0.878431
,3270,24051,3270,North-Central Interior Sand and Gravel Shrubland,2412,Sh North-Central Interior Sand and Gravel Tallgrass Prairie,Shrub,649,Shrubland,Tallgrass Prairie,SRM 601: Bluestem Prairie,51,Tallgrass Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Mixed evergreen-deciduous shrubland,255,137,64,1,0.537255,0.25098
,3271,66654,3271,Eastern Boreal Floodplain Herbaceous,2444,Tr Eastern Boreal Floodplain,Herb,676,Riparian,Jack Pine Forest,SAF 1: Jack Pine,100,White/Red/Jack Pine Group,Tree-dominated,Closed tree canopy,Perennial graminoid grassland,174,245,224,0.682353,0.960784,0.878431
,3272,222328,3272,Eastern Boreal Floodplain Shrubland,2444,Tr Eastern Boreal Floodplain,Shrub,676,Riparian,Jack Pine Forest,SAF 1: Jack Pine,100,White/Red/Jack Pine Group,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous shrubland,174,245,224,0.682353,0.960784,0.878431
,3273,499427,3273,Eastern Great Plains Floodplain Herbaceous,2469,Tr Eastern Great Plains Floodplain Systems,Herb,666,Riparian,Eastern Floodplain Forests,LF 42: Great Plains Riparian,700,Elm/Ash/Cottonwood Group,Tree-dominated,Open tree canopy,Perennial graminoid grassland,6,53,122,0.023529,0.207843,0.478431
,3274,1293913,3274,Central Interior and Appalachian Floodplain Herbaceous,2471,Tr Central Interior and Appalachian Floodplain Systems,Herb,666,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,700,Elm/Ash/Cottonwood Group,Tree-dominated,Open tree canopy,Perennial graminoid grassland,0,92,0,0,0.360784,0
,3275,1901523,3275,Central Interior and Appalachian Floodplain Shrubland,2471,Tr Central Interior and Appalachian Floodplain Systems,Shrub,666,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,700,Elm/Ash/Cottonwood Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous shrubland,0,92,0,0,0.360784,0
,3276,269709,3276,Laurentian-Acadian Floodplain Herbaceous,2475,Tr Laurentian-Acadian Floodplain Systems,Herb,666,Riparian,Eastern Floodplain Forests,SAF 39: Black Ash-American Elm-Red Maple,700,Elm/Ash/Cottonwood Group,Tree-dominated,Open tree canopy,Perennial graminoid grassland,50,137,168,0.196078,0.537255,0.658824
,3277,446173,3277,Laurentian-Acadian Floodplain Shrubland,2475,Tr Laurentian-Acadian Floodplain Systems,Shrub,666,Riparian,Eastern Floodplain Forests,SAF 39: Black Ash-American Elm-Red Maple,700,Elm/Ash/Cottonwood Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous shrubland,50,137,168,0.196078,0.537255,0.658824
,3278,3107244,3278,Boreal Acidic Peatland Herbaceous,2477,Tr Boreal Acidic Peatland Systems,Herb,683,Riparian,Peatland Forests,SAF 13: Black Spruce-Tamarack,120,Spruce/Fir Group,Shrub-dominated,Shrubland,Perennial graminoid grassland,186,163,119,0.729412,0.639216,0.466667
,3279,8984873,3279,Boreal Acidic Peatland Shrubland,2477,Tr Boreal Acidic Peatland Systems,Shrub,683,Riparian,Peatland Forests,SAF 13: Black Spruce-Tamarack,120,Spruce/Fir Group,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,186,163,119,0.729412,0.639216,0.466667
,3280,2977858,3280,Central Interior and Appalachian Swamp Shrubland,2479,Tr Central Interior and Appalachian Swamp Systems,Shrub,694,Riparian,Atlantic Swamp Forests,SAF 61: River Birch-Sycamore,700,Elm/Ash/Cottonwood Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous shrubland,0,92,0,0,0.360784,0
,3281,4448357,3281,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp Shrubland,2481,Tr Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Shrub,694,Riparian,Atlantic Swamp Forests,SAF 39: Black Ash-American Elm-Red Maple,700,Elm/Ash/Cottonwood Group,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,50,137,168,0.196078,0.537255,0.658824
,3282,4416,3282,Great Lakes Coastal Marsh Shrubland,2492,Sh Great Lakes Coastal Marsh Systems,Shrub,675,Riparian,Inland Marshes and Prairies,LF 44: Laurentian-Acadian Herbaceous Wetland,,,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Mixed evergreen-deciduous shrubland,255,92,38,1,0.360784,0.14902
,3283,763619,3283,Central Interior and Appalachian Shrub Wetlands,2493,Sh Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Shrub,675,Riparian,Inland Marshes and Prairies,LF 45: Central Interior and Appalachian Herbaceous Wetland,,,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Mixed evergreen-deciduous shrubland,91,195,199,0.356863,0.764706,0.780392
,3284,5436844,3284,Laurentian-Acadian Herbaceous Wetlands,2494,Tr Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Herb,675,Riparian,Inland Marshes and Prairies,LF 44: Laurentian-Acadian Herbaceous Wetland,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,92,38,1,0.360784,0.14902
,3285,4342733,3285,Laurentian-Acadian Shrub Wetlands,2494,Tr Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Shrub,675,Riparian,Inland Marshes and Prairies,LF 44: Laurentian-Acadian Herbaceous Wetland,,,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Mixed evergreen-deciduous shrubland,255,92,38,1,0.360784,0.14902
,3286,169328,3286,Paleozoic Plateau Bluff and Talus Herbaceous,2517,Tr Paleozoic Plateau Bluff and Talus,Herb,663,Hardwood,Black Oak Woodland and Savanna,SAF 110: Black Oak,920,Western Oak Group,Tree-dominated,Open tree canopy,Deciduous open tree canopy,85,187,194,0.333333,0.733333,0.760784
,3287,5605,3287,Modified/Managed Northern Tallgrass Shrubland,2539,Sh Modified/Managed Northern Tallgrass Grassland,Shrub,711,Grassland,Modified-Managed Prairie Grassland,LF 69: Modified-Managed Grassland,,,Herbaceous - Nonvascular-dominated,Herbaceous - grassland,Mixed evergreen-deciduous shrubland,255,204,0,1,0.8,0
,3288,106362,3288,Central Appalachian Rocky Shrubland,2377,Tr Central Appalachian Rocky Pine Woodland,Shrub,664,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,500,Oak/Hickory Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,13,69,133,0.05098,0.270588,0.521569
,3289,1506,3289,Acadian-Appalachian Subalpine Heath-Krummholz,2389,Tr Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,Shrub,651,Shrubland,Alpine-Subalpine Barrens,LF 55: Appalachian Grass and Shrub Balds,51,Alpine-Subalpine Barrens,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,82,52,34,0.321569,0.203922,0.133333
,3290,166810,3290,North-Central Oak Barrens Herbaceous,2395,Tr North-Central Oak Barrens,Herb,663,Hardwood,Black Oak Woodland and Savanna,SAF 14: Northern Pin Oak,400,Oak/Pine Group,Tree-dominated,Sparse tree canopy,Deciduous sparse tree canopy,44,127,163,0.172549,0.498039,0.639216
,3291,1099319,3291,Central Interior Highlands Calcareous Glade and Barrens Herbaceous,2401,Tr Central Interior Highlands Calcareous Glade and Barrens,Herb,670,Conifer-Hardwood,Glades and Barrens,SRM 803: Missouri Glades,,,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,255,153,0,1,0.6,0
,3292,482585401,3292,Open Water,11,Ba Open Water,Water,11,Open Water,Open Water,Non-vegetated,,,Non-vegetated,Non-vegetated,Non-vegetated,0,0,255,0,0,1
,3293,1929687,3293,Snow-Ice,12,Ba Snow-Ice,Barren,12,Snow-Ice,Snow-Ice,Non-vegetated,,,Non-vegetated,Non-vegetated,Non-vegetated,159,161,240,0.623529,0.631373,0.941176
,3294,103842805,3294,Barren,31,Bab Barren,Barren,31,Barren,Barren,Non-vegetated,31,Barren,Non-vegetated,Non-vegetated,Non-vegetated,191,191,191,0.74902,0.74902,0.74902
,3295,4935237,3295,Quarries-Strip Mines-Gravel Pits,32,Bab Quarries-Strip Mines-Gravel Pits,Barren,32,Quarries-Strip Mines-Gravel Pits,Quarries-Strip Mines-Gravel Pits,Non-vegetated,,,Non-vegetated,Non-vegetated,Developed,191,191,191,0.74902,0.74902,0.74902
,3296,75677540,3296,Developed-Low Intensity,2902,Bau Developed-Low Intensity,Developed,22,Developed-Low Intensity,Developed-Low Intensity,No Dominant Lifeform,22,Developed-Low Intensity,No Dominant Lifeform,No Dominant Lifeform,Developed,255,122,143,1,0.478431,0.560784
,3297,41678993,3297,Developed-Medium Intensity,2903,Bau Developed-Medium Intensity,Developed,23,Developed-Medium Intensity,Developed-Medium Intensity,No Dominant Lifeform,23,Developed-Medium Intensity,No Dominant Lifeform,No Dominant Lifeform,Developed,253,44,79,0.992157,0.172549,0.309804
,3298,15472562,3298,Developed-High Intensity,2904,Bau Developed-High Intensity,Developed,24,Developed-High Intensity,Developed-High Intensity,No Dominant Lifeform,24,Developed-High Intensity,No Dominant Lifeform,No Dominant Lifeform,Developed,173,0,28,0.678431,0,0.109804
,3299,213289792,3299,Developed-Roads,2905,Bau Developed-Roads,Developed,25,Developed-Roads,Developed-Roads,No Dominant Lifeform,25,Developed-Roads,No Dominant Lifeform,No Dominant Lifeform,Developed,255,255,255,1,1,1
,3300,120216,3300,Central Interior and Appalachian Riparian Herbaceous,2472,Tr Central Interior and Appalachian Riparian Systems,Herb,668,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,700,Elm/Ash/Cottonwood Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,92,0,0,0.360784,0
,3301,18328806,3301,Boreal Aspen-Birch Forest,2301,Tr Boreal Aspen-Birch Forest,Tree,652,Hardwood,Aspen-Birch Forest,SAF 16: Aspen,900,Maple/Beech/Birch Group,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,192,255,138,0.752941,1,0.541176
,3302,173664342,3302,Laurentian-Acadian Northern Hardwoods Forest,2302,Tr Laurentian-Acadian Northern Hardwoods Forest,Tree,682,Hardwood,Yellow Birch-Sugar Maple Forest,SAF 27: Sugar Maple,800,Maple/Beech/Birch Group,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,171,255,138,0.670588,1,0.541176
,3303,32976451,3303,Northeastern Interior Dry-Mesic Oak Forest,2303,Tr Northeastern Interior Dry-Mesic Oak Forest,Tree,660,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,500,Oak/Hickory Group,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
,3304,91393031,3304,Ozark-Ouachita Dry-Mesic Oak Forest,2304,Tr Ozark-Ouachita Dry-Mesic Oak Forest,Tree,660,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland,SAF 53: White Oak,500,Oak/Hickory Group,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
,3305,39191770,3305,Southern Interior Low Plateau Dry-Mesic Oak Forest,2305,Tr Southern Interior Low Plateau Dry-Mesic Oak Forest,Tree,661,Hardwood,Chestnut Oak Forest and Woodland,SAF 44: Chestnut Oak,500,Oak/Hickory Group,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,13,69,133,0.05098,0.270588,0.521569
,3306,959500,3306,East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland,2306,Tr East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland,Tree,667,Hardwood,White Oak-Beech Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,500,Oak/Hickory Group,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
,3307,6685157,3307,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,2307,Tr East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,Tree,658,Hardwood,Coastal Plain Oak Forest,SAF 52: White Oak-Black Oak-Northern Red Oak,500,Oak/Hickory Group,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
,3308,30217715,3308,Crosstimbers Oak Forest and Woodland,2308,Tr Crosstimbers Oak Forest and Woodland,Tree,662,Hardwood,Post Oak Woodland and Savanna,SAF 40: Post Oak-Blackjack Oak,500,Oak/Hickory Group,Tree-dominated,Open tree canopy,Deciduous open tree canopy,85,187,194,0.333333,0.733333,0.760784
,3309,2656801,3309,Southern Appalachian Northern Hardwood Forest,2309,Tr Southern Appalachian Northern Hardwood Forest,Tree,682,Hardwood,Yellow Birch-Sugar Maple Forest,SAF 55: Northern Red Oak,500,Oak/Hickory Group,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,216,216,191,0.847059,0.847059,0.74902
,3310,43707878,3310,North-Central Interior Dry-Mesic Oak Forest and Woodland,2310,Tr North-Central Interior Dry-Mesic Oak Forest and Woodland,Tree,660,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,500,Oak/Hickory Group,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
,3311,11210618,3311,North-Central Interior Dry Oak Forest and Woodland,2311,Tr North-Central Interior Dry Oak Forest and Woodland,Tree,663,Hardwood,Black Oak Woodland and Savanna,SAF 110: Black Oak,920,Western Oak Group,Tree-dominated,Open tree canopy,Deciduous open tree canopy,85,187,194,0.333333,0.733333,0.760784
,3312,28656,3312,Ouachita Montane Oak Forest,2312,Tr Ouachita Montane Oak Forest,Tree,681,Hardwood,Montane Oak Forest,SAF 40: Post Oak-Blackjack Oak,500,Oak/Hickory Group,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
,3313,14681991,3313,North-Central Interior Beech-Maple Forest,2313,Tr North-Central Interior Beech-Maple Forest,Tree,655,Hardwood,Beech-Maple-Basswood Forest,SAF 25: Sugar Maple-Beech-Yellow Birch,800,Maple/Beech/Birch Group,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,0,92,0,0,0.360784,0
,3314,29588485,3314,North-Central Interior Maple-Basswood Forest,2314,Tr North-Central Interior Maple-Basswood Forest,Tree,655,Hardwood,Beech-Maple-Basswood Forest,SAF 26: Sugar Maple-Basswood,800,Maple/Beech/Birch Group,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,171,255,138,0.670588,1,0.541176
,3315,23009849,3315,Southern Appalachian Oak Forest,2315,Tr Southern Appalachian Oak Forest,Tree,661,Hardwood,Chestnut Oak Forest and Woodland,SAF 44: Chestnut Oak,500,Oak/Hickory Group,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,13,69,133,0.05098,0.270588,0.521569
,3316,16045054,3316,Southern Piedmont Mesic Forest,2316,Tr Southern Piedmont Mesic Forest,Tree,667,Hardwood,White Oak-Beech Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,500,Oak/Hickory Group,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
,3317,38157112,3317,Allegheny-Cumberland Dry Oak Forest and Woodland,2317,Tr Allegheny-Cumberland Dry Oak Forest and Woodland,Tree,661,Hardwood,Chestnut Oak Forest and Woodland,SAF 44: Chestnut Oak,500,Oak/Hickory Group,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,13,69,133,0.05098,0.270588,0.521569
,3318,28408804,3318,Southern and Central Appalachian Cove Forest,2318,Tr Southern and Central Appalachian Cove Forest,Tree,655,Hardwood,Beech-Maple-Basswood Forest,SAF 58: Yellow Poplar-Eastern Hemlock,100,White/Red/Jack Pine Group,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,18,76,135,0.070588,0.298039,0.529412
,3319,192808,3319,Central Interior and Appalachian Riparian Shrubland,2472,Tr Central Interior and Appalachian Riparian Systems,Shrub,668,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,700,Elm/Ash/Cottonwood Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,92,0,0,0.360784,0
