FromStratumID,FromSecondaryStratumID,FromStateClassID,FromAgeMin,FromStockTypeID,ToAgeMin,ToStockTypeID,StateAttributeTypeID,FlowTypeID,Multiplier
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,13,Atmosphere,13,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.0947
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,13,Atmosphere,13,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2303
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,13,Atmosphere,13,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.0946
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,13,Atmosphere,13,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.3976
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,13,Atmosphere,13,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1828
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,14,Atmosphere,14,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.0952
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,14,Atmosphere,14,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.237
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,14,Atmosphere,14,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.0941
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,14,Atmosphere,14,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.3917
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,14,Atmosphere,14,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.182
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,15,Atmosphere,15,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.0958
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,15,Atmosphere,15,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2431
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,15,Atmosphere,15,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.0937
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,15,Atmosphere,15,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.3861
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,15,Atmosphere,15,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1814
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,16,Atmosphere,16,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.0965
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,16,Atmosphere,16,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2485
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,16,Atmosphere,16,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.0934
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,16,Atmosphere,16,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.3807
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,16,Atmosphere,16,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1809
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,17,Atmosphere,17,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.0973
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,17,Atmosphere,17,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2534
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,17,Atmosphere,17,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.0932
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,17,Atmosphere,17,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.3757
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,17,Atmosphere,17,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1805
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,18,Atmosphere,18,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.0982
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,18,Atmosphere,18,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2578
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,18,Atmosphere,18,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.093
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,18,Atmosphere,18,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.3709
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,18,Atmosphere,18,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1802
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,19,Atmosphere,19,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.099
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,19,Atmosphere,19,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2616
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,19,Atmosphere,19,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.0931
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,19,Atmosphere,19,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.3663
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,19,Atmosphere,19,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.18
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,20,Atmosphere,20,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,20,Atmosphere,20,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2651
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,20,Atmosphere,20,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.0931
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,20,Atmosphere,20,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.362
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,20,Atmosphere,20,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1798
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,21,Atmosphere,21,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.101
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,21,Atmosphere,21,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2681
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,21,Atmosphere,21,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.0932
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,21,Atmosphere,21,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.3578
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,21,Atmosphere,21,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1799
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,22,Atmosphere,22,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1019
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,22,Atmosphere,22,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2708
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,22,Atmosphere,22,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.0935
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,22,Atmosphere,22,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.3538
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,22,Atmosphere,22,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1799
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,23,Atmosphere,23,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1029
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,23,Atmosphere,23,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2732
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,23,Atmosphere,23,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.0938
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,23,Atmosphere,23,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.3499
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,23,Atmosphere,23,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1801
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,24,Atmosphere,24,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1039
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,24,Atmosphere,24,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2753
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,24,Atmosphere,24,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.0942
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,24,Atmosphere,24,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.3462
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,24,Atmosphere,24,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1804
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,25,Atmosphere,25,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1049
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,25,Atmosphere,25,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2772
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,25,Atmosphere,25,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.0947
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,25,Atmosphere,25,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.3426
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,25,Atmosphere,25,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1807
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,26,Atmosphere,26,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1058
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,26,Atmosphere,26,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2788
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,26,Atmosphere,26,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.0952
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,26,Atmosphere,26,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.3391
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,26,Atmosphere,26,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1812
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,27,Atmosphere,27,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1067
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,27,Atmosphere,27,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2802
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,27,Atmosphere,27,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.0958
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,27,Atmosphere,27,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.3356
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,27,Atmosphere,27,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1817
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,28,Atmosphere,28,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1076
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,28,Atmosphere,28,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2815
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,28,Atmosphere,28,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.0965
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,28,Atmosphere,28,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.3321
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,28,Atmosphere,28,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1823
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,29,Atmosphere,29,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1084
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,29,Atmosphere,29,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2827
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,29,Atmosphere,29,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.0972
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,29,Atmosphere,29,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.3288
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,29,Atmosphere,29,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1828
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,30,Atmosphere,30,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1092
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,30,Atmosphere,30,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2838
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,30,Atmosphere,30,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.098
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,30,Atmosphere,30,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.3254
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,30,Atmosphere,30,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1836
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,31,Atmosphere,31,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1099
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,31,Atmosphere,31,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2849
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,31,Atmosphere,31,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.0989
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,31,Atmosphere,31,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.322
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,31,Atmosphere,31,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1843
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,32,Atmosphere,32,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1106
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,32,Atmosphere,32,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2859
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,32,Atmosphere,32,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.0998
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,32,Atmosphere,32,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.3186
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,32,Atmosphere,32,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1851
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,33,Atmosphere,33,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1112
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,33,Atmosphere,33,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2869
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,33,Atmosphere,33,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1008
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,33,Atmosphere,33,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.3152
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,33,Atmosphere,33,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1859
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,34,Atmosphere,34,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1129
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,34,Atmosphere,34,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.2819
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,34,Atmosphere,34,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.0969
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,34,Atmosphere,34,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.3233
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,34,Atmosphere,34,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.185
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,35,Atmosphere,35,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1095
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,35,Atmosphere,35,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.3034
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,35,Atmosphere,35,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.105
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,35,Atmosphere,35,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.295
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,35,Atmosphere,35,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1871
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,36,Atmosphere,36,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.11
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,36,Atmosphere,36,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.304
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,36,Atmosphere,36,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.106
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,36,Atmosphere,36,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2919
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,36,Atmosphere,36,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.188
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,37,Atmosphere,37,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1102
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,37,Atmosphere,37,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.3053
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,37,Atmosphere,37,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1072
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,37,Atmosphere,37,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2882
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,37,Atmosphere,37,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.189
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,38,Atmosphere,38,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1106
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,38,Atmosphere,38,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.3059
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,38,Atmosphere,38,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1084
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,38,Atmosphere,38,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2852
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,38,Atmosphere,38,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.19
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,39,Atmosphere,39,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1108
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,39,Atmosphere,39,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.3071
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,39,Atmosphere,39,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1096
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,39,Atmosphere,39,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2815
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,39,Atmosphere,39,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.191
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,40,Atmosphere,40,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1111
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,40,Atmosphere,40,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.3073
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,40,Atmosphere,40,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1107
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,40,Atmosphere,40,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2788
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,40,Atmosphere,40,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1921
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,41,Atmosphere,41,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1113
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,41,Atmosphere,41,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.3082
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,41,Atmosphere,41,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1119
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,41,Atmosphere,41,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2755
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,41,Atmosphere,41,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1931
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,42,Atmosphere,42,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1115
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,42,Atmosphere,42,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.309
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,42,Atmosphere,42,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1131
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,42,Atmosphere,42,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2723
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,42,Atmosphere,42,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1941
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,43,Atmosphere,43,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1116
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,43,Atmosphere,43,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.3099
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,43,Atmosphere,43,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1144
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,43,Atmosphere,43,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2689
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,43,Atmosphere,43,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1952
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,44,Atmosphere,44,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1118
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,44,Atmosphere,44,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.3104
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,44,Atmosphere,44,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1155
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,44,Atmosphere,44,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2659
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,44,Atmosphere,44,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1963
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,45,Atmosphere,45,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1119
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,45,Atmosphere,45,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.3112
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,45,Atmosphere,45,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1168
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,45,Atmosphere,45,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.2628
NA,NA,Forest: Fir/Spruce/Mountain Hemlock Group,45,Atmosphere,45,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1974
