FromStratumID,FromSecondaryStratumID,FromStateClassID,FromAgeMin,FromStockTypeID,ToAgeMin,ToStockTypeID,StateAttributeTypeID,FlowTypeID,Multiplier
NA,NA,Forest: Alder/Maple Group,278,Atmosphere,278,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1622
NA,NA,Forest: Alder/Maple Group,279,Atmosphere,279,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.0512
NA,NA,Forest: Alder/Maple Group,279,Atmosphere,279,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.1602
NA,NA,Forest: Alder/Maple Group,279,Atmosphere,279,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.5605
NA,NA,Forest: Alder/Maple Group,279,Atmosphere,279,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.0659
NA,NA,Forest: Alder/Maple Group,279,Atmosphere,279,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1622
NA,NA,Forest: Alder/Maple Group,280,Atmosphere,280,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.0512
NA,NA,Forest: Alder/Maple Group,280,Atmosphere,280,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.1602
NA,NA,Forest: Alder/Maple Group,280,Atmosphere,280,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.5605
NA,NA,Forest: Alder/Maple Group,280,Atmosphere,280,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.0659
NA,NA,Forest: Alder/Maple Group,280,Atmosphere,280,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1622
NA,NA,Forest: Alder/Maple Group,281,Atmosphere,281,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.0512
NA,NA,Forest: Alder/Maple Group,281,Atmosphere,281,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.1602
NA,NA,Forest: Alder/Maple Group,281,Atmosphere,281,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.5605
NA,NA,Forest: Alder/Maple Group,281,Atmosphere,281,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.0659
NA,NA,Forest: Alder/Maple Group,281,Atmosphere,281,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1622
NA,NA,Forest: Alder/Maple Group,282,Atmosphere,282,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.0512
NA,NA,Forest: Alder/Maple Group,282,Atmosphere,282,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.1602
NA,NA,Forest: Alder/Maple Group,282,Atmosphere,282,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.5605
NA,NA,Forest: Alder/Maple Group,282,Atmosphere,282,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.0659
NA,NA,Forest: Alder/Maple Group,282,Atmosphere,282,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1622
NA,NA,Forest: Alder/Maple Group,283,Atmosphere,283,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.0512
NA,NA,Forest: Alder/Maple Group,283,Atmosphere,283,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.1602
NA,NA,Forest: Alder/Maple Group,283,Atmosphere,283,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.5605
NA,NA,Forest: Alder/Maple Group,283,Atmosphere,283,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.0659
NA,NA,Forest: Alder/Maple Group,283,Atmosphere,283,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1622
NA,NA,Forest: Alder/Maple Group,284,Atmosphere,284,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.0512
NA,NA,Forest: Alder/Maple Group,284,Atmosphere,284,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.1602
NA,NA,Forest: Alder/Maple Group,284,Atmosphere,284,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.5605
NA,NA,Forest: Alder/Maple Group,284,Atmosphere,284,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.0659
NA,NA,Forest: Alder/Maple Group,284,Atmosphere,284,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1622
NA,NA,Forest: Alder/Maple Group,285,Atmosphere,285,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.0512
NA,NA,Forest: Alder/Maple Group,285,Atmosphere,285,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.1602
NA,NA,Forest: Alder/Maple Group,285,Atmosphere,285,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.5605
NA,NA,Forest: Alder/Maple Group,285,Atmosphere,285,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.0659
NA,NA,Forest: Alder/Maple Group,285,Atmosphere,285,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1622
NA,NA,Forest: Alder/Maple Group,286,Atmosphere,286,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.0512
NA,NA,Forest: Alder/Maple Group,286,Atmosphere,286,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.1602
NA,NA,Forest: Alder/Maple Group,286,Atmosphere,286,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.5605
NA,NA,Forest: Alder/Maple Group,286,Atmosphere,286,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.0659
NA,NA,Forest: Alder/Maple Group,286,Atmosphere,286,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1622
NA,NA,Forest: Alder/Maple Group,287,Atmosphere,287,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.0512
NA,NA,Forest: Alder/Maple Group,287,Atmosphere,287,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.1602
NA,NA,Forest: Alder/Maple Group,287,Atmosphere,287,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.5605
NA,NA,Forest: Alder/Maple Group,287,Atmosphere,287,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.0659
NA,NA,Forest: Alder/Maple Group,287,Atmosphere,287,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1622
NA,NA,Forest: Alder/Maple Group,288,Atmosphere,288,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.0512
NA,NA,Forest: Alder/Maple Group,288,Atmosphere,288,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.1602
NA,NA,Forest: Alder/Maple Group,288,Atmosphere,288,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.5605
NA,NA,Forest: Alder/Maple Group,288,Atmosphere,288,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.0659
NA,NA,Forest: Alder/Maple Group,288,Atmosphere,288,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1622
NA,NA,Forest: Alder/Maple Group,289,Atmosphere,289,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.0512
NA,NA,Forest: Alder/Maple Group,289,Atmosphere,289,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.1602
NA,NA,Forest: Alder/Maple Group,289,Atmosphere,289,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.5605
NA,NA,Forest: Alder/Maple Group,289,Atmosphere,289,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.0659
NA,NA,Forest: Alder/Maple Group,289,Atmosphere,289,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1622
NA,NA,Forest: Alder/Maple Group,290,Atmosphere,290,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.0512
NA,NA,Forest: Alder/Maple Group,290,Atmosphere,290,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.1602
NA,NA,Forest: Alder/Maple Group,290,Atmosphere,290,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.5605
NA,NA,Forest: Alder/Maple Group,290,Atmosphere,290,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.0659
NA,NA,Forest: Alder/Maple Group,290,Atmosphere,290,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1622
NA,NA,Forest: Alder/Maple Group,291,Atmosphere,291,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.0512
NA,NA,Forest: Alder/Maple Group,291,Atmosphere,291,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.1602
NA,NA,Forest: Alder/Maple Group,291,Atmosphere,291,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.5605
NA,NA,Forest: Alder/Maple Group,291,Atmosphere,291,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.0659
NA,NA,Forest: Alder/Maple Group,291,Atmosphere,291,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1622
NA,NA,Forest: Alder/Maple Group,292,Atmosphere,292,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.0512
NA,NA,Forest: Alder/Maple Group,292,Atmosphere,292,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.1602
NA,NA,Forest: Alder/Maple Group,292,Atmosphere,292,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.5605
NA,NA,Forest: Alder/Maple Group,292,Atmosphere,292,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.0659
NA,NA,Forest: Alder/Maple Group,292,Atmosphere,292,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1622
NA,NA,Forest: Alder/Maple Group,293,Atmosphere,293,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.0512
NA,NA,Forest: Alder/Maple Group,293,Atmosphere,293,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.1602
NA,NA,Forest: Alder/Maple Group,293,Atmosphere,293,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.5605
NA,NA,Forest: Alder/Maple Group,293,Atmosphere,293,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.0659
NA,NA,Forest: Alder/Maple Group,293,Atmosphere,293,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1622
NA,NA,Forest: Alder/Maple Group,294,Atmosphere,294,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.0512
NA,NA,Forest: Alder/Maple Group,294,Atmosphere,294,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.1602
NA,NA,Forest: Alder/Maple Group,294,Atmosphere,294,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.5605
NA,NA,Forest: Alder/Maple Group,294,Atmosphere,294,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.0659
NA,NA,Forest: Alder/Maple Group,294,Atmosphere,294,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1622
NA,NA,Forest: Alder/Maple Group,295,Atmosphere,295,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.0512
NA,NA,Forest: Alder/Maple Group,295,Atmosphere,295,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.1602
NA,NA,Forest: Alder/Maple Group,295,Atmosphere,295,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.5605
NA,NA,Forest: Alder/Maple Group,295,Atmosphere,295,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.0659
NA,NA,Forest: Alder/Maple Group,295,Atmosphere,295,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1622
NA,NA,Forest: Alder/Maple Group,296,Atmosphere,296,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.0512
NA,NA,Forest: Alder/Maple Group,296,Atmosphere,296,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.1602
NA,NA,Forest: Alder/Maple Group,296,Atmosphere,296,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.5605
NA,NA,Forest: Alder/Maple Group,296,Atmosphere,296,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.0659
NA,NA,Forest: Alder/Maple Group,296,Atmosphere,296,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1622
NA,NA,Forest: Alder/Maple Group,297,Atmosphere,297,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.0512
NA,NA,Forest: Alder/Maple Group,297,Atmosphere,297,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.1602
NA,NA,Forest: Alder/Maple Group,297,Atmosphere,297,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.5605
NA,NA,Forest: Alder/Maple Group,297,Atmosphere,297,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.0659
NA,NA,Forest: Alder/Maple Group,297,Atmosphere,297,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1622
NA,NA,Forest: Alder/Maple Group,298,Atmosphere,298,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.0512
NA,NA,Forest: Alder/Maple Group,298,Atmosphere,298,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.1602
NA,NA,Forest: Alder/Maple Group,298,Atmosphere,298,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.5605
NA,NA,Forest: Alder/Maple Group,298,Atmosphere,298,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.0659
NA,NA,Forest: Alder/Maple Group,298,Atmosphere,298,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1622
NA,NA,Forest: Alder/Maple Group,299,Atmosphere,299,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.0512
NA,NA,Forest: Alder/Maple Group,299,Atmosphere,299,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.1602
NA,NA,Forest: Alder/Maple Group,299,Atmosphere,299,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.5605
NA,NA,Forest: Alder/Maple Group,299,Atmosphere,299,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.0659
NA,NA,Forest: Alder/Maple Group,299,Atmosphere,299,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.1622
NA,NA,Forest: Alder/Maple Group,300,Atmosphere,NA,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1416
NA,NA,Forest: Alder/Maple Group,300,Atmosphere,NA,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.0028
NA,NA,Forest: Alder/Maple Group,300,Atmosphere,NA,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,-0.0013
NA,NA,Forest: Alder/Maple Group,300,Atmosphere,NA,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.6325
NA,NA,Forest: Alder/Maple Group,300,Atmosphere,NA,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.2245
NA,NA,Forest: Western Oak Group,NA,Biomass: Coarse Root,NA,DOM: Aboveground Fast,NA,Biomass Turnover: Coarse Roots -> AG Fast,0.01
NA,NA,Forest: Western Oak Group,NA,Biomass: Coarse Root,NA,DOM: Belowground Fast,NA,Biomass Turnover: Coarse Roots -> BG Fast,0.01
NA,NA,Forest: Western Oak Group,NA,Biomass: Fine Root,NA,DOM: Aboveground Very Fast,NA,Biomass Turnover: Fine Roots -> AG Very Fast,0.3205
NA,NA,Forest: Western Oak Group,NA,Biomass: Fine Root,NA,DOM: Belowground Very Fast,NA,Biomass Turnover: Fine Roots -> BG Very Fast,0.3205
NA,NA,Forest: Western Oak Group,NA,Biomass: Foliage,NA,DOM: Aboveground Very Fast,NA,Biomass Turnover: Foliage -> AG Very Fast,0.95
NA,NA,Forest: Western Oak Group,NA,Biomass: Merchantable,NA,DOM: Snag Stem,NA,Biomass Turnover: Merchantable -> Snag Stems,0.0045
NA,NA,Forest: Western Oak Group,NA,Biomass: Other Wood,NA,DOM: Aboveground Fast,NA,Biomass Turnover: Other Wood -> AG Fast,0.03
NA,NA,Forest: Western Oak Group,NA,Biomass: Other Wood,NA,DOM: Snag Branch,NA,Biomass Turnover: Other Wood -> Snag Branches,0.01
NA,NA,Forest: Western Oak Group,NA,DOM: Aboveground Fast,NA,Atmosphere,NA,Emission: AG Fast -> Atmosphere,0.067
NA,NA,Forest: Western Oak Group,NA,DOM: Aboveground Fast,NA,DOM: Aboveground Slow,NA,Decay: AG Fast -> AG Slow,0.0137
NA,NA,Forest: Western Oak Group,NA,DOM: Aboveground Medium,NA,Atmosphere,NA,Emission: AG Medium -> Atmosphere,0.0174
NA,NA,Forest: Western Oak Group,NA,DOM: Aboveground Medium,NA,DOM: Aboveground Slow,NA,Decay: AG Medium -> AG Slow,0.0036
NA,NA,Forest: Western Oak Group,NA,DOM: Aboveground Slow,NA,Atmosphere,NA,Emission: AG Slow -> Atmosphere,0.0067
NA,NA,Forest: Western Oak Group,NA,DOM: Aboveground Slow,NA,DOM: Belowground Slow,NA,Transfer: AG Slow -> BG Slow,0.006
NA,NA,Forest: Western Oak Group,NA,DOM: Aboveground Very Fast,NA,Atmosphere,NA,Emission: AG Very Fast -> Atmosphere,0.1287
NA,NA,Forest: Western Oak Group,NA,DOM: Aboveground Very Fast,NA,DOM: Aboveground Slow,NA,Decay: AG Very Fast -> AG Slow,0.0292
NA,NA,Forest: Western Oak Group,NA,DOM: Belowground Fast,NA,Atmosphere,NA,Emission: BG Fast -> Atmosphere,0.067
NA,NA,Forest: Western Oak Group,NA,DOM: Belowground Fast,NA,DOM: Belowground Slow,NA,Decay: BG Fast -> BG Slow,0.0137
NA,NA,Forest: Western Oak Group,NA,DOM: Belowground Slow,NA,Atmosphere,NA,Emission: BG Slow -> Atmosphere,0.0033
NA,NA,Forest: Western Oak Group,NA,DOM: Belowground Very Fast,NA,Atmosphere,NA,Emission: BG Very Fast -> Atmosphere,0.2333
NA,NA,Forest: Western Oak Group,NA,DOM: Belowground Very Fast,NA,DOM: Belowground Slow,NA,Decay: BG Very Fast -> BG Slow,0.0478
NA,NA,Forest: Western Oak Group,NA,DOM: Snag Branch,NA,Atmosphere,NA,Emission: Snag Branch -> Atmosphere,0.0335
NA,NA,Forest: Western Oak Group,NA,DOM: Snag Branch,NA,DOM: Aboveground Fast,NA,Transfer: Snag Branch -> AG Fast,0.1
NA,NA,Forest: Western Oak Group,NA,DOM: Snag Branch,NA,DOM: Aboveground Slow,NA,Decay: Snag Branch -> AG Slow,0.0069
NA,NA,Forest: Western Oak Group,NA,DOM: Snag Stem,NA,Atmosphere,NA,Emission: Snag Stem -> Atmosphere,0.0087
NA,NA,Forest: Western Oak Group,NA,DOM: Snag Stem,NA,DOM: Aboveground Medium,NA,Transfer: Snag Stem -> AG Medium,0.032
NA,NA,Forest: Western Oak Group,NA,DOM: Snag Stem,NA,DOM: Aboveground Slow,NA,Decay: Snag Stem -> AG Slow,0.0018
NA,NA,Forest: Western Oak Group,0,Atmosphere,0,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.287
NA,NA,Forest: Western Oak Group,0,Atmosphere,0,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.1427
NA,NA,Forest: Western Oak Group,0,Atmosphere,0,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.1256
NA,NA,Forest: Western Oak Group,0,Atmosphere,0,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,1e-4
NA,NA,Forest: Western Oak Group,0,Atmosphere,0,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.4447
NA,NA,Forest: Western Oak Group,1,Atmosphere,1,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1697
NA,NA,Forest: Western Oak Group,1,Atmosphere,1,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.1568
NA,NA,Forest: Western Oak Group,1,Atmosphere,1,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.2258
NA,NA,Forest: Western Oak Group,1,Atmosphere,1,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,6e-4
NA,NA,Forest: Western Oak Group,1,Atmosphere,1,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.4471
NA,NA,Forest: Western Oak Group,2,Atmosphere,2,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1357
NA,NA,Forest: Western Oak Group,2,Atmosphere,2,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.167
NA,NA,Forest: Western Oak Group,2,Atmosphere,2,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.2839
NA,NA,Forest: Western Oak Group,2,Atmosphere,2,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.0013
NA,NA,Forest: Western Oak Group,2,Atmosphere,2,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.4122
NA,NA,Forest: Western Oak Group,3,Atmosphere,3,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1153
NA,NA,Forest: Western Oak Group,3,Atmosphere,3,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.1724
NA,NA,Forest: Western Oak Group,3,Atmosphere,3,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.3266
NA,NA,Forest: Western Oak Group,3,Atmosphere,3,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.0022
NA,NA,Forest: Western Oak Group,3,Atmosphere,3,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.3835
NA,NA,Forest: Western Oak Group,4,Atmosphere,4,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.1012
NA,NA,Forest: Western Oak Group,4,Atmosphere,4,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.1752
NA,NA,Forest: Western Oak Group,4,Atmosphere,4,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.36
NA,NA,Forest: Western Oak Group,4,Atmosphere,4,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.0032
NA,NA,Forest: Western Oak Group,4,Atmosphere,4,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.3603
NA,NA,Forest: Western Oak Group,5,Atmosphere,5,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.0908
NA,NA,Forest: Western Oak Group,5,Atmosphere,5,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.1766
NA,NA,Forest: Western Oak Group,5,Atmosphere,5,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.387
NA,NA,Forest: Western Oak Group,5,Atmosphere,5,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.0044
NA,NA,Forest: Western Oak Group,5,Atmosphere,5,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.3412
NA,NA,Forest: Western Oak Group,6,Atmosphere,6,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.0828
NA,NA,Forest: Western Oak Group,6,Atmosphere,6,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.1772
NA,NA,Forest: Western Oak Group,6,Atmosphere,6,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.4094
NA,NA,Forest: Western Oak Group,6,Atmosphere,6,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.0057
NA,NA,Forest: Western Oak Group,6,Atmosphere,6,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.325
NA,NA,Forest: Western Oak Group,7,Atmosphere,7,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.0763
NA,NA,Forest: Western Oak Group,7,Atmosphere,7,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.1771
NA,NA,Forest: Western Oak Group,7,Atmosphere,7,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.4284
NA,NA,Forest: Western Oak Group,7,Atmosphere,7,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.007
NA,NA,Forest: Western Oak Group,7,Atmosphere,7,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.311
NA,NA,Forest: Western Oak Group,8,Atmosphere,8,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.0711
NA,NA,Forest: Western Oak Group,8,Atmosphere,8,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.1768
NA,NA,Forest: Western Oak Group,8,Atmosphere,8,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.4448
NA,NA,Forest: Western Oak Group,8,Atmosphere,8,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.0085
NA,NA,Forest: Western Oak Group,8,Atmosphere,8,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.2989
NA,NA,Forest: Western Oak Group,9,Atmosphere,9,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.0667
NA,NA,Forest: Western Oak Group,9,Atmosphere,9,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.1762
NA,NA,Forest: Western Oak Group,9,Atmosphere,9,Biomass: Foliage,Net Growth,Net Growth: Atmosphere -> Foliage,0.459
NA,NA,Forest: Western Oak Group,9,Atmosphere,9,Biomass: Merchantable,Net Growth,Net Growth: Atmosphere -> Merchantable,0.01
NA,NA,Forest: Western Oak Group,9,Atmosphere,9,Biomass: Other Wood,Net Growth,Net Growth: Atmosphere -> Other Wood,0.288
NA,NA,Forest: Western Oak Group,10,Atmosphere,10,Biomass: Coarse Root,Net Growth,Net Growth: Atmosphere -> Coarse Roots,0.063
NA,NA,Forest: Western Oak Group,10,Atmosphere,10,Biomass: Fine Root,Net Growth,Net Growth: Atmosphere -> Fine Roots,0.1755
