Timestep,SecondaryStratumID,TransitionGroupID,Amount,DistributionFrequencyID,DistributionSD,DistributionMin,DistributionMax
2061,Napa,Ag Contraction: Cropland,240.83875575,Iteration and Timestep,315.05823030582513,1.011715,1131.906742
2071,Napa,Ag Contraction: Cropland,240.83875575,Iteration and Timestep,315.05823030582513,1.011715,1131.906742
2081,Napa,Ag Contraction: Cropland,240.83875575,Iteration and Timestep,315.05823030582513,1.011715,1131.906742
2091,Napa,Ag Contraction: Cropland,240.83875575,Iteration and Timestep,315.05823030582513,1.011715,1131.906742
2017,Nevada,Ag Contraction: Cropland,451.80078930769224,Iteration and Timestep,1113.7399983884532,2.832802,4123.9526829999995
2021,Nevada,Ag Contraction: Cropland,451.80078930769224,Iteration and Timestep,1113.7399983884532,2.832802,4123.9526829999995
2031,Nevada,Ag Contraction: Cropland,451.80078930769224,Iteration and Timestep,1113.7399983884532,2.832802,4123.9526829999995
2041,Nevada,Ag Contraction: Cropland,451.80078930769224,Iteration and Timestep,1113.7399983884532,2.832802,4123.9526829999995
2051,Nevada,Ag Contraction: Cropland,451.80078930769224,Iteration and Timestep,1113.7399983884532,2.832802,4123.9526829999995
2061,Nevada,Ag Contraction: Cropland,451.80078930769224,Iteration and Timestep,1113.7399983884532,2.832802,4123.9526829999995
2071,Nevada,Ag Contraction: Cropland,451.80078930769224,Iteration and Timestep,1113.7399983884532,2.832802,4123.9526829999995
2081,Nevada,Ag Contraction: Cropland,451.80078930769224,Iteration and Timestep,1113.7399983884532,2.832802,4123.9526829999995
2091,Nevada,Ag Contraction: Cropland,451.80078930769224,Iteration and Timestep,1113.7399983884532,2.832802,4123.9526829999995
2017,Orange,Ag Contraction: Cropland,132.28173625,Iteration and Timestep,146.340607856556,6.879662,498.573152
2021,Orange,Ag Contraction: Cropland,132.28173625,Iteration and Timestep,146.340607856556,6.879662,498.573152
2031,Orange,Ag Contraction: Cropland,132.28173625,Iteration and Timestep,146.340607856556,6.879662,498.573152
2041,Orange,Ag Contraction: Cropland,132.28173625,Iteration and Timestep,146.340607856556,6.879662,498.573152
2051,Orange,Ag Contraction: Cropland,132.28173625,Iteration and Timestep,146.340607856556,6.879662,498.573152
2061,Orange,Ag Contraction: Cropland,132.28173625,Iteration and Timestep,146.340607856556,6.879662,498.573152
2071,Orange,Ag Contraction: Cropland,132.28173625,Iteration and Timestep,146.340607856556,6.879662,498.573152
2081,Orange,Ag Contraction: Cropland,132.28173625,Iteration and Timestep,146.340607856556,6.879662,498.573152
2091,Orange,Ag Contraction: Cropland,132.28173625,Iteration and Timestep,146.340607856556,6.879662,498.573152
2017,Placer,Ag Contraction: Cropland,392.0395625,Iteration and Timestep,358.5796103361289,45.122489,1235.1016719999998
2021,Placer,Ag Contraction: Cropland,392.0395625,Iteration and Timestep,358.5796103361289,45.122489,1235.1016719999998
2031,Placer,Ag Contraction: Cropland,392.0395625,Iteration and Timestep,358.5796103361289,45.122489,1235.1016719999998
2041,Placer,Ag Contraction: Cropland,392.0395625,Iteration and Timestep,358.5796103361289,45.122489,1235.1016719999998
2051,Placer,Ag Contraction: Cropland,392.0395625,Iteration and Timestep,358.5796103361289,45.122489,1235.1016719999998
2061,Placer,Ag Contraction: Cropland,392.0395625,Iteration and Timestep,358.5796103361289,45.122489,1235.1016719999998
2071,Placer,Ag Contraction: Cropland,392.0395625,Iteration and Timestep,358.5796103361289,45.122489,1235.1016719999998
2081,Placer,Ag Contraction: Cropland,392.0395625,Iteration and Timestep,358.5796103361289,45.122489,1235.1016719999998
2091,Placer,Ag Contraction: Cropland,392.0395625,Iteration and Timestep,358.5796103361289,45.122489,1235.1016719999998
2017,Plumas,Ag Contraction: Cropland,0,Iteration and Timestep,0,0,0
2021,Plumas,Ag Contraction: Cropland,0,Iteration and Timestep,0,0,0
2031,Plumas,Ag Contraction: Cropland,0,Iteration and Timestep,0,0,0
2041,Plumas,Ag Contraction: Cropland,0,Iteration and Timestep,0,0,0
2051,Plumas,Ag Contraction: Cropland,0,Iteration and Timestep,0,0,0
2061,Plumas,Ag Contraction: Cropland,0,Iteration and Timestep,0,0,0
2071,Plumas,Ag Contraction: Cropland,0,Iteration and Timestep,0,0,0
2081,Plumas,Ag Contraction: Cropland,0,Iteration and Timestep,0,0,0
2091,Plumas,Ag Contraction: Cropland,0,Iteration and Timestep,0,0,0
2017,Riverside,Ag Contraction: Cropland,982.2403696666667,Iteration and Timestep,973.7208854852599,205.985174,3292.7276389999997
2021,Riverside,Ag Contraction: Cropland,982.2403696666667,Iteration and Timestep,973.7208854852599,205.985174,3292.7276389999997
2031,Riverside,Ag Contraction: Cropland,982.2403696666667,Iteration and Timestep,973.7208854852599,205.985174,3292.7276389999997
2041,Riverside,Ag Contraction: Cropland,982.2403696666667,Iteration and Timestep,973.7208854852599,205.985174,3292.7276389999997
2051,Riverside,Ag Contraction: Cropland,982.2403696666667,Iteration and Timestep,973.7208854852599,205.985174,3292.7276389999997
2061,Riverside,Ag Contraction: Cropland,982.2403696666667,Iteration and Timestep,973.7208854852599,205.985174,3292.7276389999997
2071,Riverside,Ag Contraction: Cropland,982.2403696666667,Iteration and Timestep,973.7208854852599,205.985174,3292.7276389999997
2081,Riverside,Ag Contraction: Cropland,982.2403696666667,Iteration and Timestep,973.7208854852599,205.985174,3292.7276389999997
2091,Riverside,Ag Contraction: Cropland,982.2403696666667,Iteration and Timestep,973.7208854852599,205.985174,3292.7276389999997
2017,Sacramento,Ag Contraction: Cropland,456.5169376923077,Iteration and Timestep,359.0565070033263,11.533551,1387.263608
2021,Sacramento,Ag Contraction: Cropland,456.5169376923077,Iteration and Timestep,359.0565070033263,11.533551,1387.263608
2031,Sacramento,Ag Contraction: Cropland,456.5169376923077,Iteration and Timestep,359.0565070033263,11.533551,1387.263608
2041,Sacramento,Ag Contraction: Cropland,456.5169376923077,Iteration and Timestep,359.0565070033263,11.533551,1387.263608
2051,Sacramento,Ag Contraction: Cropland,456.5169376923077,Iteration and Timestep,359.0565070033263,11.533551,1387.263608
2061,Sacramento,Ag Contraction: Cropland,456.5169376923077,Iteration and Timestep,359.0565070033263,11.533551,1387.263608
2071,Sacramento,Ag Contraction: Cropland,456.5169376923077,Iteration and Timestep,359.0565070033263,11.533551,1387.263608
2081,Sacramento,Ag Contraction: Cropland,456.5169376923077,Iteration and Timestep,359.0565070033263,11.533551,1387.263608
2091,Sacramento,Ag Contraction: Cropland,456.5169376923077,Iteration and Timestep,359.0565070033263,11.533551,1387.263608
2017,San Benito,Ag Contraction: Cropland,875.3526799166666,Iteration and Timestep,425.07757688185274,386.677473,1714.8569249999998
2021,San Benito,Ag Contraction: Cropland,875.3526799166666,Iteration and Timestep,425.07757688185274,386.677473,1714.8569249999998
2031,San Benito,Ag Contraction: Cropland,875.3526799166666,Iteration and Timestep,425.07757688185274,386.677473,1714.8569249999998
2041,San Benito,Ag Contraction: Cropland,875.3526799166666,Iteration and Timestep,425.07757688185274,386.677473,1714.8569249999998
2051,San Benito,Ag Contraction: Cropland,875.3526799166666,Iteration and Timestep,425.07757688185274,386.677473,1714.8569249999998
2061,San Benito,Ag Contraction: Cropland,875.3526799166666,Iteration and Timestep,425.07757688185274,386.677473,1714.8569249999998
2071,San Benito,Ag Contraction: Cropland,875.3526799166666,Iteration and Timestep,425.07757688185274,386.677473,1714.8569249999998
2081,San Benito,Ag Contraction: Cropland,875.3526799166666,Iteration and Timestep,425.07757688185274,386.677473,1714.8569249999998
2091,San Benito,Ag Contraction: Cropland,875.3526799166666,Iteration and Timestep,425.07757688185274,386.677473,1714.8569249999998
2017,San Bernardino,Ag Contraction: Cropland,580.37030975,Iteration and Timestep,386.2938563935879,127.880776,1326.965394
2021,San Bernardino,Ag Contraction: Cropland,580.37030975,Iteration and Timestep,386.2938563935879,127.880776,1326.965394
2031,San Bernardino,Ag Contraction: Cropland,580.37030975,Iteration and Timestep,386.2938563935879,127.880776,1326.965394
2041,San Bernardino,Ag Contraction: Cropland,580.37030975,Iteration and Timestep,386.2938563935879,127.880776,1326.965394
2051,San Bernardino,Ag Contraction: Cropland,580.37030975,Iteration and Timestep,386.2938563935879,127.880776,1326.965394
2061,San Bernardino,Ag Contraction: Cropland,580.37030975,Iteration and Timestep,386.2938563935879,127.880776,1326.965394
2071,San Bernardino,Ag Contraction: Cropland,580.37030975,Iteration and Timestep,386.2938563935879,127.880776,1326.965394
2081,San Bernardino,Ag Contraction: Cropland,580.37030975,Iteration and Timestep,386.2938563935879,127.880776,1326.965394
2091,San Bernardino,Ag Contraction: Cropland,580.37030975,Iteration and Timestep,386.2938563935879,127.880776,1326.965394
2017,San Diego,Ag Contraction: Cropland,573.1365475,Iteration and Timestep,654.3728851107206,36.017053999999995,2514.314118
2021,San Diego,Ag Contraction: Cropland,573.1365475,Iteration and Timestep,654.3728851107206,36.017053999999995,2514.314118
2031,San Diego,Ag Contraction: Cropland,573.1365475,Iteration and Timestep,654.3728851107206,36.017053999999995,2514.314118
2041,San Diego,Ag Contraction: Cropland,573.1365475,Iteration and Timestep,654.3728851107206,36.017053999999995,2514.314118
2051,San Diego,Ag Contraction: Cropland,573.1365475,Iteration and Timestep,654.3728851107206,36.017053999999995,2514.314118
2061,San Diego,Ag Contraction: Cropland,573.1365475,Iteration and Timestep,654.3728851107206,36.017053999999995,2514.314118
2071,San Diego,Ag Contraction: Cropland,573.1365475,Iteration and Timestep,654.3728851107206,36.017053999999995,2514.314118
2081,San Diego,Ag Contraction: Cropland,573.1365475,Iteration and Timestep,654.3728851107206,36.017053999999995,2514.314118
2091,San Diego,Ag Contraction: Cropland,573.1365475,Iteration and Timestep,654.3728851107206,36.017053999999995,2514.314118
2017,San Francisco,Ag Contraction: Cropland,0,Iteration and Timestep,0,0,0
2021,San Francisco,Ag Contraction: Cropland,0,Iteration and Timestep,0,0,0
2031,San Francisco,Ag Contraction: Cropland,0,Iteration and Timestep,0,0,0
2041,San Francisco,Ag Contraction: Cropland,0,Iteration and Timestep,0,0,0
2051,San Francisco,Ag Contraction: Cropland,0,Iteration and Timestep,0,0,0
2061,San Francisco,Ag Contraction: Cropland,0,Iteration and Timestep,0,0,0
2071,San Francisco,Ag Contraction: Cropland,0,Iteration and Timestep,0,0,0
2081,San Francisco,Ag Contraction: Cropland,0,Iteration and Timestep,0,0,0
2091,San Francisco,Ag Contraction: Cropland,0,Iteration and Timestep,0,0,0
2017,San Joaquin,Ag Contraction: Cropland,476.26483625,Iteration and Timestep,383.49818028394344,25.090532,1023.653237
2021,San Joaquin,Ag Contraction: Cropland,476.26483625,Iteration and Timestep,383.49818028394344,25.090532,1023.653237
2031,San Joaquin,Ag Contraction: Cropland,476.26483625,Iteration and Timestep,383.49818028394344,25.090532,1023.653237
2041,San Joaquin,Ag Contraction: Cropland,476.26483625,Iteration and Timestep,383.49818028394344,25.090532,1023.653237
2051,San Joaquin,Ag Contraction: Cropland,476.26483625,Iteration and Timestep,383.49818028394344,25.090532,1023.653237
2061,San Joaquin,Ag Contraction: Cropland,476.26483625,Iteration and Timestep,383.49818028394344,25.090532,1023.653237
2071,San Joaquin,Ag Contraction: Cropland,476.26483625,Iteration and Timestep,383.49818028394344,25.090532,1023.653237
2081,San Joaquin,Ag Contraction: Cropland,476.26483625,Iteration and Timestep,383.49818028394344,25.090532,1023.653237
2091,San Joaquin,Ag Contraction: Cropland,476.26483625,Iteration and Timestep,383.49818028394344,25.090532,1023.653237
2017,San Luis Obispo,Ag Contraction: Cropland,904.6924149166666,Iteration and Timestep,630.9114116301896,231.27804899999998,2010.8847339999998
2021,San Luis Obispo,Ag Contraction: Cropland,904.6924149166666,Iteration and Timestep,630.9114116301896,231.27804899999998,2010.8847339999998
2031,San Luis Obispo,Ag Contraction: Cropland,904.6924149166666,Iteration and Timestep,630.9114116301896,231.27804899999998,2010.8847339999998
2041,San Luis Obispo,Ag Contraction: Cropland,904.6924149166666,Iteration and Timestep,630.9114116301896,231.27804899999998,2010.8847339999998
2051,San Luis Obispo,Ag Contraction: Cropland,904.6924149166666,Iteration and Timestep,630.9114116301896,231.27804899999998,2010.8847339999998
2061,San Luis Obispo,Ag Contraction: Cropland,904.6924149166666,Iteration and Timestep,630.9114116301896,231.27804899999998,2010.8847339999998
2071,San Luis Obispo,Ag Contraction: Cropland,904.6924149166666,Iteration and Timestep,630.9114116301896,231.27804899999998,2010.8847339999998
2081,San Luis Obispo,Ag Contraction: Cropland,904.6924149166666,Iteration and Timestep,630.9114116301896,231.27804899999998,2010.8847339999998
2091,San Luis Obispo,Ag Contraction: Cropland,904.6924149166666,Iteration and Timestep,630.9114116301896,231.27804899999998,2010.8847339999998
2017,San Mateo,Ag Contraction: Cropland,108.78270976923076,Iteration and Timestep,172.10418124351082,0,646.283542
2021,San Mateo,Ag Contraction: Cropland,108.78270976923076,Iteration and Timestep,172.10418124351082,0,646.283542
2031,San Mateo,Ag Contraction: Cropland,108.78270976923076,Iteration and Timestep,172.10418124351082,0,646.283542
2041,San Mateo,Ag Contraction: Cropland,108.78270976923076,Iteration and Timestep,172.10418124351082,0,646.283542
2051,San Mateo,Ag Contraction: Cropland,108.78270976923076,Iteration and Timestep,172.10418124351082,0,646.283542
2061,San Mateo,Ag Contraction: Cropland,108.78270976923076,Iteration and Timestep,172.10418124351082,0,646.283542
2071,San Mateo,Ag Contraction: Cropland,108.78270976923076,Iteration and Timestep,172.10418124351082,0,646.283542
2081,San Mateo,Ag Contraction: Cropland,108.78270976923076,Iteration and Timestep,172.10418124351082,0,646.283542
2091,San Mateo,Ag Contraction: Cropland,108.78270976923076,Iteration and Timestep,172.10418124351082,0,646.283542
2017,Santa Barbara,Ag Contraction: Cropland,808.360285,Iteration and Timestep,595.6765038663763,376.76266599999997,2030.512005
2021,Santa Barbara,Ag Contraction: Cropland,808.360285,Iteration and Timestep,595.6765038663763,376.76266599999997,2030.512005
2031,Santa Barbara,Ag Contraction: Cropland,808.360285,Iteration and Timestep,595.6765038663763,376.76266599999997,2030.512005
2041,Santa Barbara,Ag Contraction: Cropland,808.360285,Iteration and Timestep,595.6765038663763,376.76266599999997,2030.512005
2051,Santa Barbara,Ag Contraction: Cropland,808.360285,Iteration and Timestep,595.6765038663763,376.76266599999997,2030.512005
2061,Santa Barbara,Ag Contraction: Cropland,808.360285,Iteration and Timestep,595.6765038663763,376.76266599999997,2030.512005
2071,Santa Barbara,Ag Contraction: Cropland,808.360285,Iteration and Timestep,595.6765038663763,376.76266599999997,2030.512005
2081,Santa Barbara,Ag Contraction: Cropland,808.360285,Iteration and Timestep,595.6765038663763,376.76266599999997,2030.512005
2091,Santa Barbara,Ag Contraction: Cropland,808.360285,Iteration and Timestep,595.6765038663763,376.76266599999997,2030.512005
2017,Santa Clara,Ag Contraction: Cropland,378.97157708333333,Iteration and Timestep,322.68744352460266,13.961667,1150.319955
2021,Santa Clara,Ag Contraction: Cropland,378.97157708333333,Iteration and Timestep,322.68744352460266,13.961667,1150.319955
2031,Santa Clara,Ag Contraction: Cropland,378.97157708333333,Iteration and Timestep,322.68744352460266,13.961667,1150.319955
2041,Santa Clara,Ag Contraction: Cropland,378.97157708333333,Iteration and Timestep,322.68744352460266,13.961667,1150.319955
2051,Santa Clara,Ag Contraction: Cropland,378.97157708333333,Iteration and Timestep,322.68744352460266,13.961667,1150.319955
2061,Santa Clara,Ag Contraction: Cropland,378.97157708333333,Iteration and Timestep,322.68744352460266,13.961667,1150.319955
2071,Santa Clara,Ag Contraction: Cropland,378.97157708333333,Iteration and Timestep,322.68744352460266,13.961667,1150.319955
2081,Santa Clara,Ag Contraction: Cropland,378.97157708333333,Iteration and Timestep,322.68744352460266,13.961667,1150.319955
2091,Santa Clara,Ag Contraction: Cropland,378.97157708333333,Iteration and Timestep,322.68744352460266,13.961667,1150.319955
2017,Santa Cruz,Ag Contraction: Cropland,143.98390641666666,Iteration and Timestep,136.21810378653797,4.451546,434.835107
2021,Santa Cruz,Ag Contraction: Cropland,143.98390641666666,Iteration and Timestep,136.21810378653797,4.451546,434.835107
2031,Santa Cruz,Ag Contraction: Cropland,143.98390641666666,Iteration and Timestep,136.21810378653797,4.451546,434.835107
2041,Santa Cruz,Ag Contraction: Cropland,143.98390641666666,Iteration and Timestep,136.21810378653797,4.451546,434.835107
2051,Santa Cruz,Ag Contraction: Cropland,143.98390641666666,Iteration and Timestep,136.21810378653797,4.451546,434.835107
2061,Santa Cruz,Ag Contraction: Cropland,143.98390641666666,Iteration and Timestep,136.21810378653797,4.451546,434.835107
2071,Santa Cruz,Ag Contraction: Cropland,143.98390641666666,Iteration and Timestep,136.21810378653797,4.451546,434.835107
2081,Santa Cruz,Ag Contraction: Cropland,143.98390641666666,Iteration and Timestep,136.21810378653797,4.451546,434.835107
2091,Santa Cruz,Ag Contraction: Cropland,143.98390641666666,Iteration and Timestep,136.21810378653797,4.451546,434.835107
2017,Shasta,Ag Contraction: Cropland,346.66414475,Iteration and Timestep,233.80005726023535,56.049011,714.068447
2021,Shasta,Ag Contraction: Cropland,346.66414475,Iteration and Timestep,233.80005726023535,56.049011,714.068447
2031,Shasta,Ag Contraction: Cropland,346.66414475,Iteration and Timestep,233.80005726023535,56.049011,714.068447
2041,Shasta,Ag Contraction: Cropland,346.66414475,Iteration and Timestep,233.80005726023535,56.049011,714.068447
2051,Shasta,Ag Contraction: Cropland,346.66414475,Iteration and Timestep,233.80005726023535,56.049011,714.068447
2061,Shasta,Ag Contraction: Cropland,346.66414475,Iteration and Timestep,233.80005726023535,56.049011,714.068447
2071,Shasta,Ag Contraction: Cropland,346.66414475,Iteration and Timestep,233.80005726023535,56.049011,714.068447
2081,Shasta,Ag Contraction: Cropland,346.66414475,Iteration and Timestep,233.80005726023535,56.049011,714.068447
2091,Shasta,Ag Contraction: Cropland,346.66414475,Iteration and Timestep,233.80005726023535,56.049011,714.068447
2017,Sierra Valley,Ag Contraction: Cropland,47.618052666666664,Iteration and Timestep,58.4057212687555,0,207.603918
2021,Sierra Valley,Ag Contraction: Cropland,47.618052666666664,Iteration and Timestep,58.4057212687555,0,207.603918
2031,Sierra Valley,Ag Contraction: Cropland,47.618052666666664,Iteration and Timestep,58.4057212687555,0,207.603918
2041,Sierra Valley,Ag Contraction: Cropland,47.618052666666664,Iteration and Timestep,58.4057212687555,0,207.603918
2051,Sierra Valley,Ag Contraction: Cropland,47.618052666666664,Iteration and Timestep,58.4057212687555,0,207.603918
2061,Sierra Valley,Ag Contraction: Cropland,47.618052666666664,Iteration and Timestep,58.4057212687555,0,207.603918
2071,Sierra Valley,Ag Contraction: Cropland,47.618052666666664,Iteration and Timestep,58.4057212687555,0,207.603918
2081,Sierra Valley,Ag Contraction: Cropland,47.618052666666664,Iteration and Timestep,58.4057212687555,0,207.603918
2091,Sierra Valley,Ag Contraction: Cropland,47.618052666666664,Iteration and Timestep,58.4057212687555,0,207.603918
2017,Siskiyou,Ag Contraction: Cropland,813.9584413333333,Iteration and Timestep,1356.1556044301685,0,4813.335284
2021,Siskiyou,Ag Contraction: Cropland,813.9584413333333,Iteration and Timestep,1356.1556044301685,0,4813.335284
2031,Siskiyou,Ag Contraction: Cropland,813.9584413333333,Iteration and Timestep,1356.1556044301685,0,4813.335284
2041,Siskiyou,Ag Contraction: Cropland,813.9584413333333,Iteration and Timestep,1356.1556044301685,0,4813.335284
2051,Siskiyou,Ag Contraction: Cropland,813.9584413333333,Iteration and Timestep,1356.1556044301685,0,4813.335284
2061,Siskiyou,Ag Contraction: Cropland,813.9584413333333,Iteration and Timestep,1356.1556044301685,0,4813.335284
2071,Siskiyou,Ag Contraction: Cropland,813.9584413333333,Iteration and Timestep,1356.1556044301685,0,4813.335284
2081,Siskiyou,Ag Contraction: Cropland,813.9584413333333,Iteration and Timestep,1356.1556044301685,0,4813.335284
2091,Siskiyou,Ag Contraction: Cropland,813.9584413333333,Iteration and Timestep,1356.1556044301685,0,4813.335284
2017,Solano,Ag Contraction: Cropland,616.0164015833333,Iteration and Timestep,438.67238189973676,62.321644,1408.104937
2021,Solano,Ag Contraction: Cropland,616.0164015833333,Iteration and Timestep,438.67238189973676,62.321644,1408.104937
2031,Solano,Ag Contraction: Cropland,616.0164015833333,Iteration and Timestep,438.67238189973676,62.321644,1408.104937
2041,Solano,Ag Contraction: Cropland,616.0164015833333,Iteration and Timestep,438.67238189973676,62.321644,1408.104937
2051,Solano,Ag Contraction: Cropland,616.0164015833333,Iteration and Timestep,438.67238189973676,62.321644,1408.104937
2061,Solano,Ag Contraction: Cropland,616.0164015833333,Iteration and Timestep,438.67238189973676,62.321644,1408.104937
2071,Solano,Ag Contraction: Cropland,616.0164015833333,Iteration and Timestep,438.67238189973676,62.321644,1408.104937
2081,Solano,Ag Contraction: Cropland,616.0164015833333,Iteration and Timestep,438.67238189973676,62.321644,1408.104937
2091,Solano,Ag Contraction: Cropland,616.0164015833333,Iteration and Timestep,438.67238189973676,62.321644,1408.104937
2017,Sonoma,Ag Contraction: Cropland,467.76643025,Iteration and Timestep,941.7268948076728,4.04686,3361.7266019999997
2021,Sonoma,Ag Contraction: Cropland,467.76643025,Iteration and Timestep,941.7268948076728,4.04686,3361.7266019999997
2031,Sonoma,Ag Contraction: Cropland,467.76643025,Iteration and Timestep,941.7268948076728,4.04686,3361.7266019999997
2041,Sonoma,Ag Contraction: Cropland,467.76643025,Iteration and Timestep,941.7268948076728,4.04686,3361.7266019999997
2051,Sonoma,Ag Contraction: Cropland,467.76643025,Iteration and Timestep,941.7268948076728,4.04686,3361.7266019999997
2061,Sonoma,Ag Contraction: Cropland,467.76643025,Iteration and Timestep,941.7268948076728,4.04686,3361.7266019999997
2071,Sonoma,Ag Contraction: Cropland,467.76643025,Iteration and Timestep,941.7268948076728,4.04686,3361.7266019999997
2081,Sonoma,Ag Contraction: Cropland,467.76643025,Iteration and Timestep,941.7268948076728,4.04686,3361.7266019999997
2091,Sonoma,Ag Contraction: Cropland,467.76643025,Iteration and Timestep,941.7268948076728,4.04686,3361.7266019999997
2017,Stanislaus,Ag Contraction: Cropland,740.5598151538461,Iteration and Timestep,485.61702752646977,124.440945,1594.665183
2021,Stanislaus,Ag Contraction: Cropland,740.5598151538461,Iteration and Timestep,485.61702752646977,124.440945,1594.665183
2031,Stanislaus,Ag Contraction: Cropland,740.5598151538461,Iteration and Timestep,485.61702752646977,124.440945,1594.665183
2041,Stanislaus,Ag Contraction: Cropland,740.5598151538461,Iteration and Timestep,485.61702752646977,124.440945,1594.665183
2051,Stanislaus,Ag Contraction: Cropland,740.5598151538461,Iteration and Timestep,485.61702752646977,124.440945,1594.665183
2061,Stanislaus,Ag Contraction: Cropland,740.5598151538461,Iteration and Timestep,485.61702752646977,124.440945,1594.665183
2071,Stanislaus,Ag Contraction: Cropland,740.5598151538461,Iteration and Timestep,485.61702752646977,124.440945,1594.665183
2081,Stanislaus,Ag Contraction: Cropland,740.5598151538461,Iteration and Timestep,485.61702752646977,124.440945,1594.665183
2091,Stanislaus,Ag Contraction: Cropland,740.5598151538461,Iteration and Timestep,485.61702752646977,124.440945,1594.665183
2017,Sutter,Ag Contraction: Cropland,643.7373925833333,Iteration and Timestep,466.34078976460705,94.696524,1338.094259
2021,Sutter,Ag Contraction: Cropland,643.7373925833333,Iteration and Timestep,466.34078976460705,94.696524,1338.094259
2031,Sutter,Ag Contraction: Cropland,643.7373925833333,Iteration and Timestep,466.34078976460705,94.696524,1338.094259
2041,Sutter,Ag Contraction: Cropland,643.7373925833333,Iteration and Timestep,466.34078976460705,94.696524,1338.094259
2051,Sutter,Ag Contraction: Cropland,643.7373925833333,Iteration and Timestep,466.34078976460705,94.696524,1338.094259
2061,Sutter,Ag Contraction: Cropland,643.7373925833333,Iteration and Timestep,466.34078976460705,94.696524,1338.094259
2071,Sutter,Ag Contraction: Cropland,643.7373925833333,Iteration and Timestep,466.34078976460705,94.696524,1338.094259
2081,Sutter,Ag Contraction: Cropland,643.7373925833333,Iteration and Timestep,466.34078976460705,94.696524,1338.094259
2091,Sutter,Ag Contraction: Cropland,643.7373925833333,Iteration and Timestep,466.34078976460705,94.696524,1338.094259
2017,Tehama,Ag Contraction: Cropland,301.10324591666665,Iteration and Timestep,288.18822036348547,49.978721,1112.8865
2021,Tehama,Ag Contraction: Cropland,301.10324591666665,Iteration and Timestep,288.18822036348547,49.978721,1112.8865
2031,Tehama,Ag Contraction: Cropland,301.10324591666665,Iteration and Timestep,288.18822036348547,49.978721,1112.8865
2041,Tehama,Ag Contraction: Cropland,301.10324591666665,Iteration and Timestep,288.18822036348547,49.978721,1112.8865
2051,Tehama,Ag Contraction: Cropland,301.10324591666665,Iteration and Timestep,288.18822036348547,49.978721,1112.8865
2061,Tehama,Ag Contraction: Cropland,301.10324591666665,Iteration and Timestep,288.18822036348547,49.978721,1112.8865
2071,Tehama,Ag Contraction: Cropland,301.10324591666665,Iteration and Timestep,288.18822036348547,49.978721,1112.8865
2081,Tehama,Ag Contraction: Cropland,301.10324591666665,Iteration and Timestep,288.18822036348547,49.978721,1112.8865
2091,Tehama,Ag Contraction: Cropland,301.10324591666665,Iteration and Timestep,288.18822036348547,49.978721,1112.8865
2017,Trinity,Ag Contraction: Cropland,0.1,Iteration and Timestep,0.05,0,0.2
2021,Trinity,Ag Contraction: Cropland,0,Iteration and Timestep,0,0,0
2031,Trinity,Ag Contraction: Cropland,0,Iteration and Timestep,0,0,0
2041,Trinity,Ag Contraction: Cropland,0,Iteration and Timestep,0,0,0
2051,Trinity,Ag Contraction: Cropland,0,Iteration and Timestep,0,0,0
2061,Trinity,Ag Contraction: Cropland,0,Iteration and Timestep,0,0,0
2071,Trinity,Ag Contraction: Cropland,0,Iteration and Timestep,0,0,0
2081,Trinity,Ag Contraction: Cropland,0,Iteration and Timestep,0,0,0
2091,Trinity,Ag Contraction: Cropland,0,Iteration and Timestep,0,0,0
2017,Tulare,Ag Contraction: Cropland,557.2694839166667,Iteration and Timestep,523.8103490463234,17.806184000000002,1750.469293
2021,Tulare,Ag Contraction: Cropland,557.2694839166667,Iteration and Timestep,523.8103490463234,17.806184000000002,1750.469293
2031,Tulare,Ag Contraction: Cropland,557.2694839166667,Iteration and Timestep,523.8103490463234,17.806184000000002,1750.469293
2041,Tulare,Ag Contraction: Cropland,557.2694839166667,Iteration and Timestep,523.8103490463234,17.806184000000002,1750.469293
2051,Tulare,Ag Contraction: Cropland,557.2694839166667,Iteration and Timestep,523.8103490463234,17.806184000000002,1750.469293
2061,Tulare,Ag Contraction: Cropland,557.2694839166667,Iteration and Timestep,523.8103490463234,17.806184000000002,1750.469293
2071,Tulare,Ag Contraction: Cropland,557.2694839166667,Iteration and Timestep,523.8103490463234,17.806184000000002,1750.469293
2081,Tulare,Ag Contraction: Cropland,557.2694839166667,Iteration and Timestep,523.8103490463234,17.806184000000002,1750.469293
2091,Tulare,Ag Contraction: Cropland,557.2694839166667,Iteration and Timestep,523.8103490463234,17.806184000000002,1750.469293
2017,Tuolumne,Ag Contraction: Cropland,0.2,Iteration and Timestep,0.1,0,0.4
2021,Tuolumne,Ag Contraction: Cropland,0,Iteration and Timestep,0,0,0
2031,Tuolumne,Ag Contraction: Cropland,0,Iteration and Timestep,0,0,0
2041,Tuolumne,Ag Contraction: Cropland,0,Iteration and Timestep,0,0,0
2051,Tuolumne,Ag Contraction: Cropland,0,Iteration and Timestep,0,0,0
2061,Tuolumne,Ag Contraction: Cropland,0,Iteration and Timestep,0,0,0
2071,Tuolumne,Ag Contraction: Cropland,0,Iteration and Timestep,0,0,0
2081,Tuolumne,Ag Contraction: Cropland,0,Iteration and Timestep,0,0,0
2091,Tuolumne,Ag Contraction: Cropland,0,Iteration and Timestep,0,0,0
2017,Ventura,Ag Contraction: Cropland,346.15828725,Iteration and Timestep,358.5465238008072,27.113961999999997,1270.916383
