SecondaryStratumID,Timestep,TransitionGroupID,Amount,DistributionType,DistributionFrequencyID,DistributionSD,DistributionMin,DistributionMax
Inyo,2091,Management: Forest Clearcut,0,Normal,Iteration and Timestep,0,0,0
Kern,2017,Management: Forest Clearcut,16.2253024827859,Normal,Iteration and Timestep,68.83812847428501,0,292.0554446901462
Kern,2021,Management: Forest Clearcut,21.64572209337864,Normal,Iteration and Timestep,91.83502125544504,0,389.6229976808155
Kern,2031,Management: Forest Clearcut,22.472718120202078,Normal,Iteration and Timestep,95.34366824693215,0,404.5089261636374
Kern,2041,Management: Forest Clearcut,24.56717544900491,Normal,Iteration and Timestep,104.22969812754621,0,442.2091580820883
Kern,2051,Management: Forest Clearcut,23.353648670513998,Normal,Iteration and Timestep,99.08114004221189,0,420.36567606925195
Kern,2061,Management: Forest Clearcut,20.540064361864697,Normal,Iteration and Timestep,87.14411277769598,0,369.72115851356455
Kern,2071,Management: Forest Clearcut,17.44781834852489,Normal,Iteration and Timestep,74.02482402691811,0,314.06073027344803
Kern,2081,Management: Forest Clearcut,16.072487999568526,Normal,Iteration and Timestep,68.18979153020587,0,289.3047839922334
Kern,2091,Management: Forest Clearcut,12.791471154019023,Normal,Iteration and Timestep,54.26961596615378,0,230.2464807723424
Kings,2017,Management: Forest Clearcut,0,Normal,Iteration and Timestep,0,0,0
Kings,2021,Management: Forest Clearcut,0,Normal,Iteration and Timestep,0,0,0
Kings,2031,Management: Forest Clearcut,0,Normal,Iteration and Timestep,0,0,0
Kings,2041,Management: Forest Clearcut,0,Normal,Iteration and Timestep,0,0,0
Kings,2051,Management: Forest Clearcut,0,Normal,Iteration and Timestep,0,0,0
Kings,2061,Management: Forest Clearcut,0,Normal,Iteration and Timestep,0,0,0
Kings,2071,Management: Forest Clearcut,0,Normal,Iteration and Timestep,0,0,0
Kings,2081,Management: Forest Clearcut,0,Normal,Iteration and Timestep,0,0,0
Kings,2091,Management: Forest Clearcut,0,Normal,Iteration and Timestep,0,0,0
Lake,2017,Management: Forest Clearcut,10.816868321857266,Normal,Iteration and Timestep,31.48171103252834,0,97.3518148967154
Lake,2021,Management: Forest Clearcut,14.430481395585758,Normal,Iteration and Timestep,41.998869898242795,0,129.87433256027182
Lake,2031,Management: Forest Clearcut,14.981812080134718,Normal,Iteration and Timestep,43.60347788438828,0,134.83630872121245
