Timestep,SecondaryStratumID,TransitionGroupID,Amount,DistributionType,DistributionFrequencyID,DistributionSD,DistributionMin,DistributionMax
2017,Kings,Urbanization,433.7980991249999,Normal,Iteration and Timestep,319.3788170386733,181.19815649999998,1117.8439034999997
2021,Kings,Urbanization,686.8469902812498,Normal,Iteration and Timestep,505.68312697789935,286.89708112499994,1769.9195138749994
2031,Kings,Urbanization,939.8958814375,Normal,Iteration and Timestep,691.9874369171256,392.59600575,2421.9951242499997
2041,Kings,Urbanization,903.7460398437499,Normal,Iteration and Timestep,665.3725354972362,377.496159375,2328.8414656249997
2051,Kings,Urbanization,722.996831875,Normal,Iteration and Timestep,532.2980283977889,301.9969275,1863.0731724999998
2061,Kings,Urbanization,831.4463566562498,Normal,Iteration and Timestep,612.1427326574571,347.29646662499994,2142.5341483749994
2071,Kings,Urbanization,831.4463566562498,Normal,Iteration and Timestep,612.1427326574571,347.29646662499994,2142.5341483749994
2081,Kings,Urbanization,614.54730709375,Normal,Iteration and Timestep,452.4533241381206,256.697388375,1583.6121966249998
2091,Kings,Urbanization,831.4463566562498,Normal,Iteration and Timestep,612.1427326574571,347.29646662499994,2142.5341483749994
2017,Lake,Urbanization,22.11928478947368,Normal,Iteration and Timestep,22.591547866754734,1.2247076315789471,62.460089210526306
2021,Lake,Urbanization,88.47713915789473,Normal,Iteration and Timestep,90.36619146701894,4.8988305263157885,249.84035684210522
2031,Lake,Urbanization,57.51014045263158,Normal,Iteration and Timestep,58.73802445356231,3.1842398421052627,162.39623194736842
2041,Lake,Urbanization,53.08628349473684,Normal,Iteration and Timestep,54.219714880211356,2.939298315789473,149.90421410526315
2051,Lake,Urbanization,84.0532822,Normal,Iteration and Timestep,85.84788189366799,4.6538889999999995,237.34833899999998
2061,Lake,Urbanization,141.56342265263157,Normal,Iteration and Timestep,144.58590634723032,7.838128842105263,399.7445709473684
2071,Lake,Urbanization,101.74871003157894,Normal,Iteration and Timestep,103.92112018707178,5.633655105263157,287.31641036842103
2081,Lake,Urbanization,115.02028090526316,Normal,Iteration and Timestep,117.47604890712462,6.368479684210525,324.79246389473684
2091,Lake,Urbanization,119.4441378631579,Normal,Iteration and Timestep,121.99435848047558,6.613421210526316,337.2844817368421
2017,Lassen,Urbanization,20,Normal,Iteration and Timestep,10,0,40
2021,Lassen,Urbanization,30,Normal,Iteration and Timestep,15,0,60
2031,Lassen,Urbanization,20,Normal,Iteration and Timestep,10,0,40
2041,Lassen,Urbanization,20,Normal,Iteration and Timestep,10,0,40
2051,Lassen,Urbanization,30,Normal,Iteration and Timestep,15,0,60
2061,Lassen,Urbanization,30,Normal,Iteration and Timestep,15,0,60
2071,Lassen,Urbanization,30,Normal,Iteration and Timestep,15,0,60
2081,Lassen,Urbanization,100,Normal,Iteration and Timestep,50,0,200
2091,Lassen,Urbanization,60,Normal,Iteration and Timestep,30,0,120
2017,Los Angeles,Urbanization,1605.989416699389,Normal,Iteration and Timestep,995.3534055348126,332.8118595026178,4273.796679293193
2021,Los Angeles,Urbanization,2341.261679766579,Normal,Iteration and Timestep,1451.0573743338834,485.1835542146597,6230.474677041884
2031,Los Angeles,Urbanization,2287.083723540576,Normal,Iteration and Timestep,1417.4791871592151,473.95616618324607,6086.2984035235595
2041,Los Angeles,Urbanization,2844.3427018651832,Normal,Iteration and Timestep,1762.85482667009,589.4378716492147,7569.254359712041
2051,Los Angeles,Urbanization,1714.345329151396,Normal,Iteration and Timestep,1062.5097798841493,355.26663556544503,4562.149226329842
2061,Los Angeles,Urbanization,483.7317520178883,Normal,Iteration and Timestep,299.80524263096765,100.24453599476439,1287.2881564136123
2071,Los Angeles,Urbanization,19.34927008071553,Normal,Iteration and Timestep,11.992209705238706,4.009781439790576,51.491526256544496
2081,Los Angeles,Urbanization,0,Normal,Iteration and Timestep,0,0,0
2091,Los Angeles,Urbanization,0,Normal,Iteration and Timestep,0,0,0
2017,Madera,Urbanization,281.1555985,Normal,Iteration and Timestep,174.52569616055007,63.23813876470589,618.6339661764706
2021,Madera,Urbanization,294.54396033333336,Normal,Iteration and Timestep,182.83644359676674,66.24947870588235,648.0927264705882
2031,Madera,Urbanization,361.4857695,Normal,Iteration and Timestep,224.39018077785008,81.30617841176472,795.3865279411765
2041,Madera,Urbanization,428.4275786666667,Normal,Iteration and Timestep,265.94391795893347,96.36287811764707,942.6803294117648
2051,Madera,Urbanization,535.5344733333334,Normal,Iteration and Timestep,332.4298974486668,120.45359764705883,1178.350411764706
2061,Madera,Urbanization,428.4275786666667,Normal,Iteration and Timestep,265.94391795893347,96.36287811764707,942.6803294117648
2071,Madera,Urbanization,481.981026,Normal,Iteration and Timestep,299.1869077038001,108.40823788235295,1060.5153705882353
2081,Madera,Urbanization,428.4275786666667,Normal,Iteration and Timestep,265.94391795893347,96.36287811764707,942.6803294117648
2091,Madera,Urbanization,281.1555985,Normal,Iteration and Timestep,174.52569616055007,63.23813876470589,618.6339661764706
2017,Marin,Urbanization,97.55595007894738,Normal,Iteration and Timestep,160.95417005733705,17.252403157894737,602.6839503157895
2021,Marin,Urbanization,124.65482510087719,Normal,Iteration and Timestep,205.66366173993066,22.044737368421053,770.0961587368421
2031,Marin,Urbanization,124.65482510087719,Normal,Iteration and Timestep,205.66366173993066,22.044737368421053,770.0961587368421
2041,Marin,Urbanization,135.49437510964913,Normal,Iteration and Timestep,223.54745841296813,23.96167105263158,837.0610421052631
2051,Marin,Urbanization,168.01302513596494,Normal,Iteration and Timestep,277.19884843208047,29.71247210526316,1037.9556922105264
2061,Marin,Urbanization,373.96447530263157,Normal,Iteration and Timestep,616.990985219792,66.13421210526316,2310.2884762105264
2071,Marin,Urbanization,249.30965020175438,Normal,Iteration and Timestep,411.3273234798613,44.08947473684211,1540.1923174736842
2081,Marin,Urbanization,357.7051502894737,Normal,Iteration and Timestep,590.1652902102358,63.25881157894737,2209.8411511578947
2091,Marin,Urbanization,254.72942520614035,Normal,Iteration and Timestep,420.26922181638,45.04794157894737,1573.6747591578949
2017,Mariposa,Urbanization,0,Normal,Iteration and Timestep,0,0,0
2021,Mariposa,Urbanization,0,Normal,Iteration and Timestep,0,0,0
2031,Mariposa,Urbanization,0,Normal,Iteration and Timestep,0,0,0
2041,Mariposa,Urbanization,0,Normal,Iteration and Timestep,0,0,0
2051,Mariposa,Urbanization,0,Normal,Iteration and Timestep,0,0,0
2061,Mariposa,Urbanization,0,Normal,Iteration and Timestep,0,0,0
2071,Mariposa,Urbanization,0,Normal,Iteration and Timestep,0,0,0
2081,Mariposa,Urbanization,0,Normal,Iteration and Timestep,0,0,0
2091,Mariposa,Urbanization,0,Normal,Iteration and Timestep,0,0,0
2017,Mendocino,Urbanization,13.851298090909088,Normal,Iteration and Timestep,12.548076154549204,0,30.241081090909088
2021,Mendocino,Urbanization,20.776947136363635,Normal,Iteration and Timestep,18.822114231823807,0,45.36162163636363
2031,Mendocino,Urbanization,36.93679490909091,Normal,Iteration and Timestep,33.46153641213121,0,80.6428829090909
2041,Mendocino,Urbanization,43.86244395454545,Normal,Iteration and Timestep,39.73557448940581,0,95.76342345454543
2051,Mendocino,Urbanization,32.319695545454536,Normal,Iteration and Timestep,29.278844360614805,0,70.56252254545453
2061,Mendocino,Urbanization,62.33084140909091,Normal,Iteration and Timestep,56.46634269547142,0,136.0848649090909
2071,Mendocino,Urbanization,57.71374204545454,Normal,Iteration and Timestep,52.28365064395501,0,126.00450454545452
2081,Mendocino,Urbanization,62.33084140909091,Normal,Iteration and Timestep,56.46634269547142,0,136.0848649090909
2091,Mendocino,Urbanization,48.47954331818181,Normal,Iteration and Timestep,43.91826654092221,0,105.8437838181818
2017,Merced,Urbanization,226.63842777564096,Normal,Iteration and Timestep,110.27008273148438,78.22113434615383,383.40885530769225
2021,Merced,Urbanization,315.32302994871793,Normal,Iteration and Timestep,153.41924553945654,108.82940430769231,533.4384073846154
2031,Merced,Urbanization,374.4460980641025,Normal,Iteration and Timestep,182.18535407810464,129.2349176153846,633.4581087692308
2041,Merced,Urbanization,305.4691852628205,Normal,Iteration and Timestep,148.62489411634851,105.42848542307692,516.7684571538462
2051,Merced,Urbanization,482.8383896089743,Normal,Iteration and Timestep,234.92321973229284,166.64502534615383,816.8275613076922
2061,Merced,Urbanization,364.5922533782051,Normal,Iteration and Timestep,177.39100265499664,125.83399873076924,616.7881585384615
2071,Merced,Urbanization,384.29994274999996,Normal,Iteration and Timestep,186.97970550121266,132.63583649999998,650.128059
2081,Merced,Urbanization,206.93073840384614,Normal,Iteration and Timestep,100.68137988526836,71.41929657692307,350.0689548461538
2091,Merced,Urbanization,315.32302994871793,Normal,Iteration and Timestep,153.41924553945654,108.82940430769231,533.4384073846154
2017,Modoc,Urbanization,0,Normal,Iteration and Timestep,0,0,0
2021,Modoc,Urbanization,0,Normal,Iteration and Timestep,0,0,0
2031,Modoc,Urbanization,0,Normal,Iteration and Timestep,0,0,0
2041,Modoc,Urbanization,0,Normal,Iteration and Timestep,0,0,0
2051,Modoc,Urbanization,0,Normal,Iteration and Timestep,0,0,0
2061,Modoc,Urbanization,0,Normal,Iteration and Timestep,0,0,0
2071,Modoc,Urbanization,0,Normal,Iteration and Timestep,0,0,0
2081,Modoc,Urbanization,0,Normal,Iteration and Timestep,0,0,0
2091,Modoc,Urbanization,0,Normal,Iteration and Timestep,0,0,0
2017,Mono,Urbanization,10,Normal,Iteration and Timestep,5,0,20
2021,Mono,Urbanization,0,Normal,Iteration and Timestep,0,0,0
2031,Mono,Urbanization,20,Normal,Iteration and Timestep,10,0,40
2041,Mono,Urbanization,0,Normal,Iteration and Timestep,0,0,0
2051,Mono,Urbanization,10,Normal,Iteration and Timestep,5,0,20
2061,Mono,Urbanization,10,Normal,Iteration and Timestep,5,0,20
2071,Mono,Urbanization,0,Normal,Iteration and Timestep,0,0,0
2081,Mono,Urbanization,0,Normal,Iteration and Timestep,0,0,0
2091,Mono,Urbanization,0,Normal,Iteration and Timestep,0,0,0
2017,Monterey,Urbanization,373.12928952173917,Normal,Iteration and Timestep,350.3242352217162,50.497774782608694,1099.8661678260871
2021,Monterey,Urbanization,586.3460263913045,Normal,Iteration and Timestep,550.5095124912684,79.35364608695653,1728.3611208695654
2031,Monterey,Urbanization,573.0199803369566,Normal,Iteration and Timestep,537.9979326619214,77.55015413043478,1689.080186304348
2041,Monterey,Urbanization,772.910671152174,Normal,Iteration and Timestep,725.6716301021264,104.60253347826087,2278.2942047826086
2051,Monterey,Urbanization,746.2585790434783,Normal,Iteration and Timestep,700.6484704434324,100.99554956521739,2199.7323356521742
2061,Monterey,Urbanization,746.2585790434783,Normal,Iteration and Timestep,700.6484704434324,100.99554956521739,2199.7323356521742
2071,Monterey,Urbanization,479.7376579565218,Normal,Iteration and Timestep,450.41687385649226,64.9257104347826,1414.1136443478263
2081,Monterey,Urbanization,346.47719741304354,Normal,Iteration and Timestep,325.3010755630222,46.89079086956522,1021.3042986956523
2091,Monterey,Urbanization,306.49905925,Normal,Iteration and Timestep,287.76633607498115,41.480315,903.461495
2017,Napa,Urbanization,69.9113800462963,Normal,Iteration and Timestep,69.12539916277325,10.229562777777778,268.2168877777778
2021,Napa,Urbanization,209.73414013888888,Normal,Iteration and Timestep,207.37619748831972,30.688688333333328,804.6506633333332
2031,Napa,Urbanization,167.7873121111111,Normal,Iteration and Timestep,165.9009579906558,24.550950666666665,643.7205306666666
2041,Napa,Urbanization,125.84048408333334,Normal,Iteration and Timestep,124.42571849299185,18.413213,482.790398
2051,Napa,Urbanization,251.68096816666667,Normal,Iteration and Timestep,248.8514369859837,36.826426,965.580796
2061,Napa,Urbanization,237.6986921574074,Normal,Iteration and Timestep,235.02635715342905,34.780513444444445,911.9374184444443
2071,Napa,Urbanization,223.71641614814817,Normal,Iteration and Timestep,221.20127732087442,32.73460088888889,858.294040888889
2081,Napa,Urbanization,209.73414013888888,Normal,Iteration and Timestep,207.37619748831972,30.688688333333328,804.6506633333332
2091,Napa,Urbanization,251.68096816666667,Normal,Iteration and Timestep,248.8514369859837,36.826426,965.580796
2017,Nevada,Urbanization,29.38642953846154,Normal,Iteration and Timestep,44.69331934433162,1.214058,152.161936
2021,Nevada,Urbanization,44.079644307692305,Normal,Iteration and Timestep,67.03997901649743,1.821087,228.24290399999998
2031,Nevada,Urbanization,11.019911076923076,Normal,Iteration and Timestep,16.759994754124357,0.45527175,57.060725999999995
2041,Nevada,Urbanization,47.752948,Normal,Iteration and Timestep,72.62664393453888,1.97284425,247.263146
2051,Nevada,Urbanization,77.13937753846155,Normal,Iteration and Timestep,117.31996327887049,3.18690225,399.425082
2061,Nevada,Urbanization,69.79277015384615,Normal,Iteration and Timestep,106.14663344278759,2.88338775,361.384598
2071,Nevada,Urbanization,102.85250338461537,Normal,Iteration and Timestep,156.42661770516065,4.249203,532.5667759999999
2081,Nevada,Urbanization,84.48598492307691,Normal,Iteration and Timestep,128.4932931149534,3.4904167499999996,437.46556599999997
2091,Nevada,Urbanization,69.79277015384615,Normal,Iteration and Timestep,106.14663344278759,2.88338775,361.384598
2017,Orange,Urbanization,2204.88108525,Normal,Iteration and Timestep,1760.136877691872,478.945881,6464.85885
2021,Orange,Urbanization,2374.487322576923,Normal,Iteration and Timestep,1895.5320221297084,515.7878718461538,6962.155684615384
2031,Orange,Urbanization,1752.5977857115383,Normal,Iteration and Timestep,1399.0831591909753,380.7005720769231,5138.733957692308
2041,Orange,Urbanization,1413.385311057692,Normal,Iteration and Timestep,1128.2928703153025,307.01659038461537,4144.140288461538
2051,Orange,Urbanization,621.8895368653846,Normal,Iteration and Timestep,496.44886293873316,135.08729976923078,1823.421726923077
2061,Orange,Urbanization,113.07082488461538,Normal,Iteration and Timestep,90.26342962522422,24.561327230769233,331.5312230769231
2071,Orange,Urbanization,0,Normal,Iteration and Timestep,0,0,0
2081,Orange,Urbanization,0,Normal,Iteration and Timestep,0,0,0
2091,Orange,Urbanization,0,Normal,Iteration and Timestep,0,0,0
2017,Placer,Urbanization,619.6018582272727,Normal,Iteration and Timestep,440.14883893834093,167.50321436363635,1381.2080338545454
