SecondaryStratumID,Timestep,TransitionGroupID,Amount,DistributionType,DistributionFrequencyID,DistributionSD
Butte,2081,Management: Forest Clearcut [Type],246.03131797997233,Normal,Iteration and Timestep,140.72312012894912
Butte,2091,Management: Forest Clearcut [Type],109.99047156751703,Normal,Iteration and Timestep,62.91151252823608
Calaveras,2017,Management: Forest Clearcut [Type],811.4628840587527,Normal,Iteration and Timestep,903.328604055741
Calaveras,2021,Management: Forest Clearcut [Type],855.089920836105,Normal,Iteration and Timestep,951.8946580372325
Calaveras,2031,Management: Forest Clearcut [Type],804.9188285421498,Normal,Iteration and Timestep,896.0436959585172
Calaveras,2041,Management: Forest Clearcut [Type],696.396574558486,Normal,Iteration and Timestep,775.2356366795574
Calaveras,2051,Management: Forest Clearcut [Type],711.1206994708425,Normal,Iteration and Timestep,791.6266798983107
Calaveras,2061,Management: Forest Clearcut [Type],618.9585842786856,Normal,Iteration and Timestep,689.0308908624099
Calaveras,2071,Management: Forest Clearcut [Type],432.4530020555046,Normal,Iteration and Timestep,481.411010091534
Calaveras,2081,Management: Forest Clearcut [Type],278.1223594556209,Normal,Iteration and Timestep,309.608594132008
Calaveras,2091,Management: Forest Clearcut [Type],124.33705481545404,Normal,Iteration and Timestep,138.41325384725064
Colusa,2017,Management: Forest Clearcut [Type],200.63642737716413,Normal,Iteration and Timestep,713.1854326477528
Colusa,2021,Management: Forest Clearcut [Type],211.42333207486115,Normal,Iteration and Timestep,751.5287354782771
Colusa,2031,Management: Forest Clearcut [Type],199.01839167250955,Normal,Iteration and Timestep,707.433937223174
Colusa,2041,Management: Forest Clearcut [Type],172.18596623698832,Normal,Iteration and Timestep,612.0549714322448
Colusa,2051,Management: Forest Clearcut [Type],175.82654657246104,Normal,Iteration and Timestep,624.9958361375468
Colusa,2061,Management: Forest Clearcut [Type],153.03921039857613,Normal,Iteration and Timestep,543.995608908064
Colusa,2071,Management: Forest Clearcut [Type],106.92519281592148,Normal,Iteration and Timestep,380.0779893075725
Colusa,2081,Management: Forest Clearcut [Type],68.76651744781834,Normal,Iteration and Timestep,244.43855554459267
Colusa,2091,Management: Forest Clearcut [Type],30.74267838843644,Normal,Iteration and Timestep,109.27841306699436
Contra Costa,2017,Management: Forest Clearcut [Type],4.4585872750480915,Normal,Iteration and Timestep,18.916183780191336
Contra Costa,2021,Management: Forest Clearcut [Type],4.698296268330247,Normal,Iteration and Timestep,19.933182908158614
Contra Costa,2031,Management: Forest Clearcut [Type],4.422630926055768,Normal,Iteration and Timestep,18.76363391099624
Contra Costa,2041,Management: Forest Clearcut [Type],3.8263548052664067,Normal,Iteration and Timestep,16.233848580177646
Contra Costa,2051,Management: Forest Clearcut [Type],3.9072565904991343,Normal,Iteration and Timestep,16.5770857858666
Contra Costa,2061,Management: Forest Clearcut [Type],3.4008713421905803,Normal,Iteration and Timestep,14.428675128035728
Contra Costa,2071,Management: Forest Clearcut [Type],2.376115395909366,Normal,Iteration and Timestep,10.081003855975624
Contra Costa,2081,Management: Forest Clearcut [Type],1.528144832173741,Normal,Iteration and Timestep,6.483369440791385
Contra Costa,2091,Management: Forest Clearcut [Type],0.6831706308541431,Normal,Iteration and Timestep,2.898447514706737
Del Norte,2017,Management: Forest Clearcut [Type],271.9738237779336,Normal,Iteration and Timestep,178.6906606333089
Del Norte,2021,Management: Forest Clearcut [Type],286.59607236814514,Normal,Iteration and Timestep,188.29768539854058
Del Norte,2031,Management: Forest Clearcut [Type],269.7804864894019,Normal,Iteration and Timestep,177.24960691852414
Del Norte,2041,Management: Forest Clearcut [Type],233.40764312125086,Normal,Iteration and Timestep,153.3521328150104
Del Norte,2051,Management: Forest Clearcut [Type],238.34265202044722,Normal,Iteration and Timestep,156.5945036732761
Del Norte,2061,Management: Forest Clearcut [Type],207.45315187362544,Normal,Iteration and Timestep,136.29966385672418
Del Norte,2071,Management: Forest Clearcut [Type],144.94303915047135,Normal,Iteration and Timestep,95.22963298535885
Del Norte,2081,Management: Forest Clearcut [Type],93.21683476259821,Normal,Iteration and Timestep,61.24478287835184
Del Norte,2091,Management: Forest Clearcut [Type],41.67340848210273,Normal,Iteration and Timestep,27.380020580910234
El Dorado,2017,Management: Forest Clearcut [Type],1725.4732754436116,Normal,Iteration and Timestep,914.7323078707677
El Dorado,2021,Management: Forest Clearcut [Type],1818.2406558438058,Normal,Iteration and Timestep,963.9114642079057
El Dorado,2031,Management: Forest Clearcut [Type],1711.5581683835824,Normal,Iteration and Timestep,907.355434420197
El Dorado,2041,Management: Forest Clearcut [Type],1480.7993096380994,Normal,Iteration and Timestep,785.0222830315662
El Dorado,2051,Management: Forest Clearcut [Type],1512.108300523165,Normal,Iteration and Timestep,801.6202482953503
El Dorado,2061,Management: Forest Clearcut [Type],1316.1372094277547,Normal,Iteration and Timestep,697.729280533146
El Dorado,2071,Management: Forest Clearcut [Type],919.5566582169247,Normal,Iteration and Timestep,487.48838719188086
El Dorado,2081,Management: Forest Clearcut [Type],591.3920500512378,Normal,Iteration and Timestep,313.51712164925505
El Dorado,2091,Management: Forest Clearcut [Type],264.3870341405534,Normal,Iteration and Timestep,140.16059556084343
Fresno,2017,Management: Forest Clearcut [Type],1141.3983424123114,Normal,Iteration and Timestep,1049.1236815014593
Fresno,2021,Management: Forest Clearcut [Type],1202.7638446925432,Normal,Iteration and Timestep,1105.5281805069142
Fresno,2031,Management: Forest Clearcut [Type],1132.1935170702766,Normal,Iteration and Timestep,1040.663006650641
Fresno,2041,Management: Forest Clearcut [Type],979.5468301482001,Normal,Iteration and Timestep,900.3568153745723
Fresno,2051,Management: Forest Clearcut [Type],1000.2576871677784,Normal,Iteration and Timestep,919.3933337889133
Fresno,2061,Management: Forest Clearcut [Type],870.6230636007886,Normal,Iteration and Timestep,800.2388296398899
Fresno,2071,Management: Forest Clearcut [Type],608.2855413527977,Normal,Iteration and Timestep,559.1095963915707
Fresno,2081,Management: Forest Clearcut [Type],391.2050770364777,Normal,Iteration and Timestep,359.57868115977436
Fresno,2091,Management: Forest Clearcut [Type],174.89168149866063,Normal,Iteration and Timestep,160.75282216554618
Glenn,2017,Management: Forest Clearcut [Type],231.8465383025008,Normal,Iteration and Timestep,182.3633693083575
Glenn,2021,Management: Forest Clearcut [Type],244.31140595317288,Normal,Iteration and Timestep,192.16785152923694
Glenn,2031,Management: Forest Clearcut [Type],229.97680815489997,Normal,Iteration and Timestep,180.8926969752256
Glenn,2041,Management: Forest Clearcut [Type],198.97044987385317,Normal,Iteration and Timestep,156.504047450788
Glenn,2051,Management: Forest Clearcut [Type],203.177342705955,Normal,Iteration and Timestep,159.8130602003348
Glenn,2061,Management: Forest Clearcut [Type],176.84530979391022,Normal,Iteration and Timestep,139.101091508727
Glenn,2071,Management: Forest Clearcut [Type],123.55800058728704,Normal,Iteration and Timestep,97.186930014467407
Glenn,2081,Management: Forest Clearcut [Type],79.46353127303455,Normal,Iteration and Timestep,62.5035741581064
Glenn,2091,Management: Forest Clearcut [Type],35.524872804415445,Normal,Iteration and Timestep,27.942774329506392
Humboldt,2017,Management: Forest Clearcut [Type],3464.322312712368,Normal,Iteration and Timestep,1640.6353917652605
Humboldt,2021,Management: Forest Clearcut [Type],3650.5762004926028,Normal,Iteration and Timestep,1728.8415956236076
Humboldt,2031,Management: Forest Clearcut [Type],3436.384229545332,Normal,Iteration and Timestep,1627.4044611865081
Humboldt,2041,Management: Forest Clearcut [Type],2973.0776836919986,Normal,Iteration and Timestep,1407.9915290888694
Humboldt,2051,Management: Forest Clearcut [Type],3035.9383708178275,Normal,Iteration and Timestep,1437.7611228910616
Humboldt,2061,Management: Forest Clearcut [Type],2642.4770328820814,Normal,Iteration and Timestep,1251.4255172403027
Humboldt,2071,Management: Forest Clearcut [Type],1846.2416626215775,Normal,Iteration and Timestep,874.3439957458679
Humboldt,2081,Management: Forest Clearcut [Type],1187.368534598997,Normal,Iteration and Timestep,562.3145495969642
Humboldt,2091,Management: Forest Clearcut [Type],530.8235801736693,Normal,Iteration and Timestep,251.38768099628987
Imperial,2017,Management: Forest Clearcut [Type],35.66869820038473,Normal,Iteration and Timestep,151.3294702415307
Imperial,2021,Management: Forest Clearcut [Type],37.586370146641976,Normal,Iteration and Timestep,159.4654632652689
Imperial,2031,Management: Forest Clearcut [Type],35.38104740844614,Normal,Iteration and Timestep,150.10907128796993
Imperial,2041,Management: Forest Clearcut [Type],30.610838442131254,Normal,Iteration and Timestep,129.87078864142117
Imperial,2051,Management: Forest Clearcut [Type],31.258052723993075,Normal,Iteration and Timestep,132.6166862869328
Imperial,2061,Management: Forest Clearcut [Type],27.206970737524642,Normal,Iteration and Timestep,115.42940102428582
Imperial,2071,Management: Forest Clearcut [Type],19.00892316727493,Normal,Iteration and Timestep,80.64803084780499
Imperial,2081,Management: Forest Clearcut [Type],12.225158657389928,Normal,Iteration and Timestep,51.86695552633108
Imperial,2091,Management: Forest Clearcut [Type],5.465365046833145,Normal,Iteration and Timestep,23.187580117653894
Inyo,2017,Management: Forest Clearcut [Type],0,Normal,Iteration and Timestep,0
Inyo,2021,Management: Forest Clearcut [Type],0,Normal,Iteration and Timestep,0
Inyo,2031,Management: Forest Clearcut [Type],0,Normal,Iteration and Timestep,0
Inyo,2041,Management: Forest Clearcut [Type],0,Normal,Iteration and Timestep,0
Inyo,2051,Management: Forest Clearcut [Type],0,Normal,Iteration and Timestep,0
Inyo,2061,Management: Forest Clearcut [Type],0,Normal,Iteration and Timestep,0
Inyo,2071,Management: Forest Clearcut [Type],0,Normal,Iteration and Timestep,0
Inyo,2081,Management: Forest Clearcut [Type],0,Normal,Iteration and Timestep,0
Inyo,2091,Management: Forest Clearcut [Type],0,Normal,Iteration and Timestep,0
Kern,2017,Management: Forest Clearcut [Type],285.34958560307786,Normal,Iteration and Timestep,288.99803896567556
Kern,2021,Management: Forest Clearcut [Type],300.6909611731358,Normal,Iteration and Timestep,304.5355679423248
Kern,2031,Management: Forest Clearcut [Type],283.04837926756915,Normal,Iteration and Timestep,286.66740961917816
Kern,2041,Management: Forest Clearcut [Type],244.88670753705003,Normal,Iteration and Timestep,248.01780628976326
Kern,2051,Management: Forest Clearcut [Type],250.0644217919446,Normal,Iteration and Timestep,253.26172231938236
Kern,2061,Management: Forest Clearcut [Type],217.65576590019714,Normal,Iteration and Timestep,220.43869235621085
Kern,2071,Management: Forest Clearcut [Type],152.07138533819943,Normal,Iteration and Timestep,154.01575598103543
Kern,2081,Management: Forest Clearcut [Type],97.80126925911942,Normal,Iteration and Timestep,99.0517472261388
Kern,2091,Management: Forest Clearcut [Type],43.72292037466516,Normal,Iteration and Timestep,44.281957583450286
Kings,2017,Management: Forest Clearcut [Type],17.834349100192366,Normal,Iteration and Timestep,75.66473512076533
Kings,2021,Management: Forest Clearcut [Type],18.793185073320988,Normal,Iteration and Timestep,79.73273163263444
Kings,2031,Management: Forest Clearcut [Type],17.69052370422307,Normal,Iteration and Timestep,75.05453564398496
Kings,2041,Management: Forest Clearcut [Type],15.305419221065627,Normal,Iteration and Timestep,64.93539432071057
Kings,2051,Management: Forest Clearcut [Type],15.629026361996537,Normal,Iteration and Timestep,66.3083431434664
Kings,2061,Management: Forest Clearcut [Type],13.603485368762321,Normal,Iteration and Timestep,57.714700512142905
Kings,2071,Management: Forest Clearcut [Type],9.504461583637465,Normal,Iteration and Timestep,40.32401542390249
Kings,2081,Management: Forest Clearcut [Type],6.112579328694964,Normal,Iteration and Timestep,25.933477763165538
Kings,2091,Management: Forest Clearcut [Type],2.7326825234165724,Normal,Iteration and Timestep,11.593790058826945
Lake,2017,Management: Forest Clearcut [Type],294.26676015317406,Normal,Iteration and Timestep,397.00134848927394
Lake,2021,Management: Forest Clearcut [Type],310.08755370979634,Normal,Iteration and Timestep,418.3455070102026
Lake,2031,Management: Forest Clearcut [Type],291.8936411196807,Normal,Iteration and Timestep,393.79972471113456
Lake,2041,Management: Forest Clearcut [Type],252.53941714758287,Normal,Iteration and Timestep,340.70613039032446
Lake,2051,Management: Forest Clearcut [Type],257.8789349729429,Normal,Iteration and Timestep,347.9097838911379
Lake,2061,Management: Forest Clearcut [Type],224.45750858457833,Normal,Iteration and Timestep,302.820249015676
Lake,2071,Management: Forest Clearcut [Type],156.82361613001817,Normal,Iteration and Timestep,211.57397133870577
Lake,2081,Management: Forest Clearcut [Type],100.85755892346693,Normal,Iteration and Timestep,136.06901057092048
Lake,2091,Management: Forest Clearcut [Type],45.08926163637344,Normal,Iteration and Timestep,60.830851784646804
Lassen,2017,Management: Forest Clearcut [Type],3571.328407313522,Normal,Iteration and Timestep,2777.270651228474
Lassen,2021,Management: Forest Clearcut [Type],3763.335310932528,Normal,Iteration and Timestep,2926.586277638607
Lassen,2031,Management: Forest Clearcut [Type],3542.5273717706705,Normal,Iteration and Timestep,2754.873307266954
Lassen,2041,Management: Forest Clearcut [Type],3064.910199018392,Normal,Iteration and Timestep,2383.4506865717485
Lassen,2051,Management: Forest Clearcut [Type],3129.7125289898067,Normal,Iteration and Timestep,2433.8447104851684
Lassen,2061,Management: Forest Clearcut [Type],2724.097945094655,Normal,Iteration and Timestep,2118.415449693762
Lassen,2071,Management: Forest Clearcut [Type],1903.2684321234021,Normal,Iteration and Timestep,1480.0911467904434
Lassen,2081,Management: Forest Clearcut [Type],1224.0440105711666,Normal,Iteration and Timestep,951.887118364598
Lassen,2091,Management: Forest Clearcut [Type],547.2196753141686,Normal,Iteration and Timestep,425.5495352688791
Los Angeles,2017,Management: Forest Clearcut [Type],428.02437840461687,Normal,Iteration and Timestep,470.38313273633327
Los Angeles,2021,Management: Forest Clearcut [Type],451.0364417597038,Normal,Iteration and Timestep,495.67254847484577
Los Angeles,2031,Management: Forest Clearcut [Type],424.57256890135375,Normal,Iteration and Timestep,466.5897203755563
Los Angeles,2041,Management: Forest Clearcut [Type],367.3300613055751,Normal,Iteration and Timestep,403.6822987260064
Los Angeles,2051,Management: Forest Clearcut [Type],375.09663268791695,Normal,Iteration and Timestep,412.2174765377544
Los Angeles,2061,Management: Forest Clearcut [Type],326.48364885029576,Normal,Iteration and Timestep,358.7935857901466
Los Angeles,2071,Management: Forest Clearcut [Type],228.10707800729915,Normal,Iteration and Timestep,250.68133350800554
Los Angeles,2081,Management: Forest Clearcut [Type],146.70190388867917,Normal,Iteration and Timestep,161.22002533301745
Los Angeles,2091,Management: Forest Clearcut [Type],65.58438056199773,Normal,Iteration and Timestep,72.07483485476074
Madera,2017,Management: Forest Clearcut [Type],428.02437840461687,Normal,Iteration and Timestep,288.70656331010684
Madera,2021,Management: Forest Clearcut [Type],451.0364417597038,Normal,Iteration and Timestep,304.2284215525857
Madera,2031,Management: Forest Clearcut [Type],424.57256890135375,Normal,Iteration and Timestep,286.37828457373496
Madera,2041,Management: Forest Clearcut [Type],367.3300613055751,Normal,Iteration and Timestep,247.76766219556885
Madera,2051,Management: Forest Clearcut [Type],375.09663268791695,Normal,Iteration and Timestep,253.00628935240545
Madera,2061,Management: Forest Clearcut [Type],326.48364885029576,Normal,Iteration and Timestep,220.21636381516882
Madera,2071,Management: Forest Clearcut [Type],228.10707800729915,Normal,Iteration and Timestep,153.8604198285717
Madera,2081,Management: Forest Clearcut [Type],146.70190388867917,Normal,Iteration and Timestep,98.95184629580274
Madera,2091,Management: Forest Clearcut [Type],65.58438056199773,Normal,Iteration and Timestep,44.237295991064755
Marin,2017,Management: Forest Clearcut [Type],4.4585872750480915,Normal,Iteration and Timestep,18.916183780191336
Marin,2021,Management: Forest Clearcut [Type],4.698296268330247,Normal,Iteration and Timestep,19.933182908158614
Marin,2031,Management: Forest Clearcut [Type],4.422630926055768,Normal,Iteration and Timestep,18.76363391099624
Marin,2041,Management: Forest Clearcut [Type],3.8263548052664067,Normal,Iteration and Timestep,16.233848580177646
Marin,2051,Management: Forest Clearcut [Type],3.9072565904991343,Normal,Iteration and Timestep,16.5770857858666
Marin,2061,Management: Forest Clearcut [Type],3.4008713421905803,Normal,Iteration and Timestep,14.428675128035728
Marin,2071,Management: Forest Clearcut [Type],2.376115395909366,Normal,Iteration and Timestep,10.081003855975624
Marin,2081,Management: Forest Clearcut [Type],1.528144832173741,Normal,Iteration and Timestep,6.483369440791385
Marin,2091,Management: Forest Clearcut [Type],0.6831706308541431,Normal,Iteration and Timestep,2.898447514706737
Mariposa,2017,Management: Forest Clearcut [Type],383.4385056541359,Normal,Iteration and Timestep,313.32015660278205
Mariposa,2021,Management: Forest Clearcut [Type],404.0534790764013,Normal,Iteration and Timestep,330.16532631260907
Mariposa,2031,Management: Forest Clearcut [Type],380.34625964079606,Normal,Iteration and Timestep,310.793381146308
Mariposa,2041,Management: Forest Clearcut [Type],329.066513252911,Normal,Iteration and Timestep,268.8910214931134
Mariposa,2051,Management: Forest Clearcut [Type],336.02406678292556,Normal,Iteration and Timestep,274.57626627018
Mariposa,2061,Management: Forest Clearcut [Type],292.4749354283899,Normal,Iteration and Timestep,238.99084525817045
Mariposa,2071,Management: Forest Clearcut [Type],204.3459240482055,Normal,Iteration and Timestep,166.97774474866006
Mariposa,2081,Management: Forest Clearcut [Type],131.42045556694174,Normal,Iteration and Timestep,107.38795690014707
Mariposa,2091,Management: Forest Clearcut [Type],58.752674253456306,Normal,Iteration and Timestep,48.00873367300693
Mendocino,2017,Management: Forest Clearcut [Type],2135.6633047480364,Normal,Iteration and Timestep,1264.7908567232587
Mendocino,2021,Management: Forest Clearcut [Type],2250.4839125301887,Normal,Iteration and Timestep,1332.7903651492402
Mendocino,2031,Management: Forest Clearcut [Type],2118.440213580713,Normal,Iteration and Timestep,1254.590930459361
Mendocino,2041,Management: Forest Clearcut [Type],1832.823951722609,Normal,Iteration and Timestep,1085.442153249732
Mendocino,2051,Management: Forest Clearcut [Type],1871.5759068490856,Normal,Iteration and Timestep,1108.391987343501
Mendocino,2061,Management: Forest Clearcut [Type],1629.0173729092883,Normal,Iteration and Timestep,964.7430257936145
Mendocino,2071,Management: Forest Clearcut [Type],1138.1592746405863,Normal,Iteration and Timestep,674.045127272543
Mendocino,2081,Management: Forest Clearcut [Type],731.981374611222,Normal,Iteration and Timestep,433.49686621563296
Mendocino,2091,Management: Forest Clearcut [Type],327.23873217913456,Normal,Iteration and Timestep,193.79859901404768
Merced,2017,Management: Forest Clearcut [Type],0,Normal,Iteration and Timestep,0
Merced,2021,Management: Forest Clearcut [Type],0,Normal,Iteration and Timestep,0
Merced,2031,Management: Forest Clearcut [Type],0,Normal,Iteration and Timestep,0
Merced,2041,Management: Forest Clearcut [Type],0,Normal,Iteration and Timestep,0
Merced,2051,Management: Forest Clearcut [Type],0,Normal,Iteration and Timestep,0
Merced,2061,Management: Forest Clearcut [Type],0,Normal,Iteration and Timestep,0
Merced,2071,Management: Forest Clearcut [Type],0,Normal,Iteration and Timestep,0
Merced,2081,Management: Forest Clearcut [Type],0,Normal,Iteration and Timestep,0
Merced,2091,Management: Forest Clearcut [Type],0,Normal,Iteration and Timestep,0
Modoc,2017,Management: Forest Clearcut [Type],1395.5378170900528,Normal,Iteration and Timestep,1124.6219413689041
Modoc,2021,Management: Forest Clearcut [Type],1470.5667319873676,Normal,Iteration and Timestep,1185.0854866037914
Modoc,2031,Management: Forest Clearcut [Type],1384.2834798554554,Normal,Iteration and Timestep,1115.5524095836709
Modoc,2041,Management: Forest Clearcut [Type],1197.6490540483853,Normal,Iteration and Timestep,965.1493408118888
Modoc,2051,Management: Forest Clearcut [Type],1222.971312826229,Normal,Iteration and Timestep,985.5557873286632
Modoc,2061,Management: Forest Clearcut [Type],1064.4727301056516,Normal,Iteration and Timestep,857.8265480199636
Modoc,2071,Management: Forest Clearcut [Type],743.7241189196316,Normal,Iteration and Timestep,599.3448921408204
Modoc,2081,Management: Forest Clearcut [Type],478.309332470381,Normal,Iteration and Timestep,385.4551008724066
Modoc,2091,Management: Forest Clearcut [Type],213.8324074573468,Normal,Iteration and Timestep,172.32110391942882
Mono,2017,Management: Forest Clearcut [Type],387.897092929184,Normal,Iteration and Timestep,308.06983907455106
Mono,2021,Management: Forest Clearcut [Type],408.7517753447315,Normal,Iteration and Timestep,324.6327336484517
Mono,2031,Management: Forest Clearcut [Type],384.76889056685184,Normal,Iteration and Timestep,305.5854048884659
Mono,2041,Management: Forest Clearcut [Type],332.8928680581774,Normal,Iteration and Timestep,264.3852046358882
Mono,2051,Management: Forest Clearcut [Type],339.9313233734247,Normal,Iteration and Timestep,269.9751815545797
Mono,2061,Management: Forest Clearcut [Type],295.8758067705805,Normal,Iteration and Timestep,234.98606676721465
Mono,2071,Management: Forest Clearcut [Type],206.72203944411484,Normal,Iteration and Timestep,164.17969246378962
Mono,2081,Management: Forest Clearcut [Type],132.94860039911546,Normal,Iteration and Timestep,105.58845290861629
Mono,2091,Management: Forest Clearcut [Type],59.43584488431045,Normal,Iteration and Timestep,47.20424953561669
Monterey,2017,Management: Forest Clearcut [Type],40.12728547543283,Normal,Iteration and Timestep,79.06554861236944
Monterey,2021,Management: Forest Clearcut [Type],42.28466641497223,Normal,Iteration and Timestep,83.31638455927103
Monterey,2031,Management: Forest Clearcut [Type],39.80367833450191,Normal,Iteration and Timestep,78.4279232203342
Monterey,2041,Management: Forest Clearcut [Type],34.437193247397666,Normal,Iteration and Timestep,67.85396880241652
Monterey,2051,Management: Forest Clearcut [Type],35.16530931449221,Normal,Iteration and Timestep,69.2886259344958
Monterey,2061,Management: Forest Clearcut [Type],30.607842079715226,Normal,Iteration and Timestep,60.3087349966662
Monterey,2071,Management: Forest Clearcut [Type],21.385038563184295,Normal,Iteration and Timestep,42.13641132366194
Monterey,2081,Management: Forest Clearcut [Type],13.75330348956367,Normal,Iteration and Timestep,27.099079161497592
Monterey,2091,Management: Forest Clearcut [Type],6.1485356776872875,Normal,Iteration and Timestep,12.11488244866951
Napa,2017,Management: Forest Clearcut [Type],62.420221850673286,Normal,Iteration and Timestep,51.90558007357581
Napa,2021,Management: Forest Clearcut [Type],65.77614775662346,Normal,Iteration and Timestep,54.69620265817667
Napa,2031,Management: Forest Clearcut [Type],61.916832964780745,Normal,Iteration and Timestep,51.48698668588568
Napa,2041,Management: Forest Clearcut [Type],53.56896727372969,Normal,Iteration and Timestep,44.545313006691075
Napa,2051,Management: Forest Clearcut [Type],54.70159226698788,Normal,Iteration and Timestep,45.48714812899386
Napa,2061,Management: Forest Clearcut [Type],47.612198790668124,Normal,Iteration and Timestep,39.59195791902456
Napa,2071,Management: Forest Clearcut [Type],33.26561554273112,Normal,Iteration and Timestep,27.662046369855926
Napa,2081,Management: Forest Clearcut [Type],21.394027650432374,Normal,Iteration and Timestep,17.79021897683042
Napa,2091,Management: Forest Clearcut [Type],9.564388831958002,Normal,Iteration and Timestep,7.9532743661124226
Nevada,2017,Management: Forest Clearcut [Type],633.119393056829,Normal,Iteration and Timestep,403.52207171377535
Nevada,2021,Management: Forest Clearcut [Type],667.1580701028952,Normal,Iteration and Timestep,425.2168067521504
Nevada,2031,Management: Forest Clearcut [Type],628.0135914999191,Normal,Iteration and Timestep,400.26786145801907
Nevada,2041,Management: Forest Clearcut [Type],543.3423823478298,Normal,Iteration and Timestep,346.30220805006127
Nevada,2051,Management: Forest Clearcut [Type],554.8304358508772,Normal,Iteration and Timestep,353.6241811255128
Nevada,2061,Management: Forest Clearcut [Type],482.92373059106245,Normal,Iteration and Timestep,307.79405335694554
Nevada,2071,Management: Forest Clearcut [Type],337.40838621912997,Normal,Iteration and Timestep,215.04906106789235
Nevada,2081,Management: Forest Clearcut [Type],216.99656616867125,Normal,Iteration and Timestep,138.30393586964072
Nevada,2091,Management: Forest Clearcut [Type],97.01022958128831,Normal,Iteration and Timestep,61.829994859368796
Orange,2017,Management: Forest Clearcut [Type],31.210110925336643,Normal,Iteration and Timestep,56.0018273399812
Orange,2021,Management: Forest Clearcut [Type],32.88807387831173,Normal,Iteration and Timestep,59.01267827223825
Orange,2031,Management: Forest Clearcut [Type],30.958416482390373,Normal,Iteration and Timestep,55.55019970014263
Orange,2041,Management: Forest Clearcut [Type],26.784483636864845,Normal,Iteration and Timestep,48.06070800615322
Orange,2051,Management: Forest Clearcut [Type],27.35079613349394,Normal,Iteration and Timestep,49.07687019578997
Orange,2061,Management: Forest Clearcut [Type],23.806099395334062,Normal,Iteration and Timestep,42.71644760139694
