StratumID,DistributionTypeID,ExternalVariableTypeID,ExternalVariableMin,ExternalVariableMax,Value,ValueDistributionFrequency,ValueDistributionSD
Eastern Cascades Slopes and Foothills,Fire: High Severity,Fire,2001,2001,2700,Iteration and Timestep,1350
Eastern Cascades Slopes and Foothills,Fire: High Severity,Fire,2002,2002,0,Iteration and Timestep,0
Eastern Cascades Slopes and Foothills,Fire: High Severity,Fire,2003,2003,0,Iteration and Timestep,0
Eastern Cascades Slopes and Foothills,Fire: High Severity,Fire,2004,2004,300,Iteration and Timestep,150
Eastern Cascades Slopes and Foothills,Fire: High Severity,Fire,2005,2005,0,Iteration and Timestep,0
Eastern Cascades Slopes and Foothills,Fire: High Severity,Fire,2006,2006,500,Iteration and Timestep,250
Eastern Cascades Slopes and Foothills,Fire: High Severity,Fire,2007,2007,800,Iteration and Timestep,400
Eastern Cascades Slopes and Foothills,Fire: High Severity,Fire,2008,2008,800,Iteration and Timestep,400
Eastern Cascades Slopes and Foothills,Fire: High Severity,Fire,2009,2009,200,Iteration and Timestep,100
Eastern Cascades Slopes and Foothills,Fire: High Severity,Fire,2010,2010,0,Iteration and Timestep,0
Eastern Cascades Slopes and Foothills,Fire: High Severity,Fire,2011,2011,300,Iteration and Timestep,150
Eastern Cascades Slopes and Foothills,Fire: High Severity,Fire,2012,2012,4700,Iteration and Timestep,2350
Eastern Cascades Slopes and Foothills,Fire: High Severity,Fire,2013,2013,0,Iteration and Timestep,0
Eastern Cascades Slopes and Foothills,Fire: High Severity,Fire,2014,2014,6200,Iteration and Timestep,3100
Eastern Cascades Slopes and Foothills,Fire: High Severity,Fire,2015,2015,800,Iteration and Timestep,400
Eastern Cascades Slopes and Foothills,Fire: High Severity,Fire,2016,2016,900,Iteration and Timestep,450
Central Basin and Range,Fire: High Severity,Fire,1999,1999,100,Iteration and Timestep,50
Central Basin and Range,Fire: High Severity,Fire,2000,2000,300,Iteration and Timestep,150
Central Basin and Range,Fire: High Severity,Fire,2001,2001,400,Iteration and Timestep,200
Central Basin and Range,Fire: High Severity,Fire,2002,2002,3600,Iteration and Timestep,1800
Central Basin and Range,Fire: High Severity,Fire,2003,2003,0,Iteration and Timestep,0
Central Basin and Range,Fire: High Severity,Fire,2004,2004,200,Iteration and Timestep,100
Central Basin and Range,Fire: High Severity,Fire,2005,2005,0,Iteration and Timestep,0
Central Basin and Range,Fire: High Severity,Fire,2006,2006,700,Iteration and Timestep,350
Central Basin and Range,Fire: High Severity,Fire,2007,2007,300,Iteration and Timestep,150
Central Basin and Range,Fire: High Severity,Fire,2008,2008,100,Iteration and Timestep,50
Central Basin and Range,Fire: High Severity,Fire,2009,2009,0,Iteration and Timestep,0
Central Basin and Range,Fire: High Severity,Fire,2010,2010,200,Iteration and Timestep,100
Central Basin and Range,Fire: High Severity,Fire,2011,2011,300,Iteration and Timestep,150
Central Basin and Range,Fire: High Severity,Fire,2012,2012,0,Iteration and Timestep,0
Central Basin and Range,Fire: High Severity,Fire,2013,2013,100,Iteration and Timestep,50
Central Basin and Range,Fire: High Severity,Fire,2014,2014,0,Iteration and Timestep,0
Central Basin and Range,Fire: High Severity,Fire,2015,2015,0,Iteration and Timestep,0
Central Basin and Range,Fire: High Severity,Fire,2016,2016,0,Iteration and Timestep,0
Mojave Basin and Range,Fire: High Severity,Fire,1999,1999,500,Iteration and Timestep,250
Mojave Basin and Range,Fire: High Severity,Fire,2000,2000,400,Iteration and Timestep,200
Mojave Basin and Range,Fire: High Severity,Fire,2001,2001,0,Iteration and Timestep,0
Mojave Basin and Range,Fire: High Severity,Fire,2002,2002,0,Iteration and Timestep,0
