Iteration,Timestep,StratumIDSource,StateClassIDSource,StratumIDDest,StateClassIDDest,SecondaryStratumID,TertiaryStratumID,TransitionTypeID,Probability,Proportion,AgeMin,AgeMax,AgeRelative,AgeReset,TSTMin,TSTMax,TSTRelative
,,,Forest: Oak/Pine Group,,Forest: Oak/Pine Group,,,Management: Salvage Logging,1,,,,,FALSE,,5,
,,,Forest: Oak/Hickory Group,,Forest: Oak/Hickory Group,,,Management: Salvage Logging,1,,,,,FALSE,,5,
,,,Forest: Oak/Gum/Cypress Group,,Forest: Oak/Gum/Cypress Group,,,Management: Salvage Logging,1,,,,,FALSE,,5,
,,,Forest: Elm/Ash/Cottonwood Group,,Forest: Elm/Ash/Cottonwood Group,,,Management: Salvage Logging,1,,,,,FALSE,,5,
,,,Forest: Maple/Beech/Birch Group,,Forest: Maple/Beech/Birch Group,,,Management: Salvage Logging,1,,,,,FALSE,,5,
,,,Forest: Aspen/Birch Group,,Forest: Aspen/Birch Group,,,Management: Salvage Logging,1,,,,,FALSE,,5,
,,,Forest: Alder/Maple Group,,Forest: Alder/Maple Group,,,Management: Salvage Logging,1,,,,,FALSE,,5,
,,,Forest: Western Oak Group,,Forest: Western Oak Group,,,Management: Salvage Logging,1,,,,,FALSE,,5,
,,,Forest: Tanoak/Laurel Group,,Forest: Tanoak/Laurel Group,,,Management: Salvage Logging,1,,,,,FALSE,,5,
,,,Forest: Other Western Hardwoods Group,,Forest: Other Western Hardwoods Group,,,Management: Salvage Logging,1,,,,,FALSE,,5,
,,,Forest: Tropical Hardwoods Group,,Forest: Tropical Hardwoods Group,,,Management: Salvage Logging,1,,,,,FALSE,,5,
,,,Forest: Exotic Hardwoods Group,,Forest: Exotic Hardwoods Group,,,Management: Salvage Logging,1,,,,,FALSE,,5,
