Timestep,TransitionGroupID,MaximumArea,RelativeAmount
2017,Insect,500,0.8714614499424626
2017,Insect,1000,0.07174913693901036
2017,Insect,2000,0.02991944764096663
2017,Insect,5000,0.016570771001150748
2017,Insect,10000,0.005983889528193326
2017,Insect,20000,0.002761795166858458
2017,Insect,50000,8.630609896432681e-4
2017,Insect,100000,4.027617951668585e-4
2017,Insect,200000,2.3014959723820482e-4
2017,Insect,500000,5.7537399309551206e-5
