Timestep,TransitionGroupID,MaximumArea,RelativeAmount
2017,Fire,500,0.797979797979798
2017,Fire,1000,0.08785529715762273
2017,Fire,2000,0.04839088560018793
2017,Fire,5000,0.03359173126614987
2017,Fire,10000,0.012684989429175475
2017,Fire,20000,0.011980267794221282
2017,Fire,50000,0.004698144233027954
2017,Fire,100000,0.0028188865398167725
